régionCNC,N° auto,nom,région administrative,adresse,code INSEE,commune,population de la commune,DEP,N°UU,unité urbaine,population unité urbaine,situation géographique,écrans,fauteuils,semaines d'activité,séances,entrées 2024,entrées 2023,évolution entrées,tranche d'entrées,propriétaire,AE,catégorie Art et Essai,label Art et Essai,genre,multiplexe,zone de la commune,nombre de films programmés,nombre de films inédits,nombre de films en semaine 1,PdM en entrées des films français,PdM en entrées des films américains,PdM en entrées des films européens,PdM en entrées des autres films,films Art et Essai,part des séances de films Art et Essai,PdM en entrées des films Art et Essai,latitude,longitude
6,460784,ZOLA,AUVERGNE / RHONE-ALPES,117 COURS EMILE ZOLA,69266,Villeurbanne,155858,69,00760,Lyon,1714833,04-Unités urbaines de 100 000 hbts ou plus,1,240,53,1372,61554,63308,-2.77058191697732%,De 50 à 80 000 entrées,,OUI,C,RDJPPR,FIXE,NON,B,334,194,15,53.1278065946957%,17.0970875565901%,20.826994629667%,8.94811121904727%,274,84.0557275541796%,82.9414028849502%,45.770555,4.874404
2,461663,LE CASINO,ILE-DE-FRANCE,13 RUE GUILLAUME BUDE,94079,Villiers-sur-Marne,29820,94,00851,Paris,10947378,02-Petite Couronne,1,220,47,1058,20649,18920,9.1384778012685%,De 20 à 30 000 entrées,,OUI,C,JP,FIXE,NON,B,262,211,2,63.6588177177672%,18.0086722652176%,14.1445743454635%,4.18793567155168%,165,58.1854043392505%,59.1744881716889%,48.826124,2.542402
2,462304,CINEMA SORANO,ILE-DE-FRANCE,1 RUE CHARLES PATHE,94080,Vincennes,50168,94,00851,Paris,10947378,02-Petite Couronne,1,204,11,18,1098,1132,-3.00353356890459%,Moins de 2000 entrées,,NON,NON,,FIXE,NON,B,10,0,0,43.4634974533107%,28.8624787775891%,8.65874363327674%,19.0152801358234%,10,100%,100%,48.849453,2.437319
2,462321,LE VINCENNES,ILE-DE-FRANCE,30 AV DE PARIS,94080,Vincennes,50168,94,00851,Paris,10947378,02-Petite Couronne,4,481,53,6771,174082,161102,8.05700736179563%,De 150 à 200 000 entrées,,OUI,C,JPPR,FIXE,NON,B,309,121,94,54.1581597931128%,26.8598244773081%,15.046070268255%,3.93594546132405%,256,61.3960546282246%,55.3020753812559%,48.845095,2.434268
7,462644,LE MOULIN DE SAINT ANDRE,PROVENCE-ALPES-COTE D'AZUR,ROUTE DE MANOSQUE,83150,Vinon-sur-Verdon,4381,83,83119,Vinon-sur-Verdon,4381,06-autres communes et unités urbaines,1,160,52,660,5970,5126,16.4650799843933%,De 5 à 10 000 entrées,,OUI,E,,FIXE,NON,I,283,246,4,52.7930089102125%,24.46881425634%,20.8704592186429%,1.86771761480466%,168,51.5337423312883%,35.4352296093215%,43.733221,5.808646
3,462953,LE BASSELIN,NORMANDIE,PLACE CASTEL,14762,Vire Normandie,17784,14,14301,Vire Normandie,17784,06-autres communes et unités urbaines,2,345,52,2177,57433,57754,-0.555805658482529%,De 50 à 80 000 entrées,,OUI,E,RDJPPR,FIXE,NON,C,320,206,40,50.3068813632753%,34.1631164705033%,11.9575420607986%,3.57246010542277%,215,42.8024868483979%,26.2329410065709%,48.838655,-0.892968
2,463353,CALYPSO A,ILE-DE-FRANCE,38 RUE VICTOR BASCH,91687,Viry-Châtillon,31297,91,00851,Paris,10947378,03-Grande couronne,3,551,53,3268,78562,77405,1.49473548220399%,De 50 à 80 000 entrées,,OUI,C,JPPR,FIXE,NON,B,365,241,41,45.6627242801567%,36.3337106574548%,14.628465852167%,3.37509921022158%,253,42.28125%,30.1156693599802%,48.681815,2.379391
7,463372,SALLE DES FETESF.MISTRAL,PROVENCE-ALPES-COTE D'AZUR,SALLE DES FETES,84150,Visan,1962,84,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,,47,309,8118,7619,6.54941593384959%,De 5 à 10 000 entrées,,OUI,E,JP,ITINERANT,NON,R,131,98,2,63.1571087216249%,19.1308243727599%,16.3381123058542%,1.37395459976105%,81,57.2463768115942%,55.0627240143369%,44.312781,4.951099
3,463650,AURORE CINEMA,BRETAGNE,199 BOULEVARD DE LAVAL LA GRANDE HAIE,35360,Vitré,19171,35,35303,Vitré,19171,06-autres communes et unités urbaines,6,958,53,9252,178088,109865,62.0971191917353%,De 150 à 200 000 entrées,CINEWEST,NON,NON,,FIXE,NON,I,333,219,124,52.9221612191493%,33.4861260768183%,11.99765109663%,1.59406160740247%,144,20.2764475402699%,10.2804430989561%,48.120357,-1.169751
7,463723,LES LUMIERES,PROVENCE-ALPES-COTE D'AZUR,ARCADES DES CITEAUX,13117,Vitrolles,34814,13,00759,Marseille-Aix-en-Provence,1635844,04-Unités urbaines de 100 000 hbts ou plus,3,364,51,2354,30137,25024,20.4323849104859%,De 30 à 40 000 entrées,,OUI,C,JPPR,FIXE,NON,B,415,258,9,54.2702526752655%,17.5204459453961%,18.8997843512227%,9.30951702811572%,294,69.5407685098407%,71.3716076006022%,43.447301,5.250042
3,463842,PIERRE BRASSEUR,GRAND EST,18 GRANDE RUE DE VAUX,51649,Vitry-le-François,11678,51,51301,Vitry-le-François,14370,06-autres communes et unités urbaines,3,465,53,3109,41782,41107,1.64205609750164%,De 40 à 50 000 entrées,,NON,NON,,FIXE,NON,C,177,143,77,47.5396265004504%,38.9082320859%,12.8095249689562%,0.742616444693336%,55,11.7096774193548%,9.29366219473595%,48.727309,4.586264
2,463931,3 CINES ROBESPIERRE,ILE-DE-FRANCE,19 AVENUE MAXIMILIEN ROBESPIERRE,94081,Vitry-sur-Seine,96138,94,00851,Paris,10947378,02-Petite Couronne,3,509,53,4627,68535,57770,18.634239224511%,De 50 à 80 000 entrées,,OUI,C,RDJPPR,FIXE,NON,B,416,252,51,44.8005378753922%,34.9010693475059%,15.3326503169623%,4.96574246013959%,274,52.5720876585929%,42.0743420631363%,48.790948,2.388152
9,464001,ALHAMBRA,GRAND EST,223 RUE DE METZ,88516,Vittel,4943,88,88201,Vittel,4943,06-autres communes et unités urbaines,1,313,53,511,16344,16644,-1.80245133381399%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,I,128,101,9,67.7165354330709%,20.7000492125984%,10.8083169291339%,0.775098425196851%,45,24.2125984251969%,14.7760826771654%,48.201738,5.943243
6,464453,LE JEU DE PAUME,AUVERGNE / RHONE-ALPES,SQUARE DE LA REVOLUTION,38562,Vizille,7474,38,38401,Vizille,20885,05-Unités urbaines de 20 000 à 100 000 hbts,2,420,53,2271,68028,56574,20.246049421996%,De 50 à 80 000 entrées,,OUI,D,JP,FIXE,NON,C,282,197,34,61.2451361867704%,22.2785992217899%,13.4287937743191%,3.04747081712062%,181,43.207632894139%,34.4171206225681%,45.07319,5.771446
6,464692,PASSRL LES ECRANS,AUVERGNE / RHONE-ALPES,RUE GEORGES CLEMENCEAU,38563,Voiron,20853,38,38502,Voiron,64243,05-Unités urbaines de 20 000 à 100 000 hbts,3,389,48,2500,44249,38239,15.716938204451%,De 40 à 50 000 entrées,,OUI,C,,FIXE,NON,B,118,81,43,67.135980474135%,8.04989943275554%,22.9428913647766%,1.87122872833284%,86,74.52%,70.250175145201%,45.365575,5.589119
6,464706,PASS R L,AUVERGNE / RHONE-ALPES,RUE DES FABRIQUES,38563,Voiron,20853,38,38502,Voiron,64243,05-Unités urbaines de 20 000 à 100 000 hbts,6,1076,53,8782,235031,226146,3.92887780460411%,De 200 à 300 000 entrées,,NON,NON,,FIXE,NON,B,205,143,122,43.2966550999084%,41.4932727905987%,13.5421369693373%,1.66793514015557%,65,10.8129709979447%,8.37923487399113%,45.364057,5.593001
6,465193,LE CAP,AUVERGNE / RHONE-ALPES,PLACE ARMAND PUGNOT,38565,Voreppe,9888,38,38701,Grenoble,461802,04-Unités urbaines de 100 000 hbts ou plus,2,218,50,1634,27914,25273,10.4498872314328%,De 20 à 30 000 entrées,,OUI,C,JP,FIXE,NON,B,295,229,4,62.5032947998644%,22.1561170312912%,9.03339985691155%,6.30718831193282%,171,54.3114543114543%,45.0615656888956%,45.296452,5.636354
4,465651,SALLE DU COLLEGE,NOUVELLE AQUITAINE,VOUNEUIL  VIENNE SLE DU COLLEGE,86298,Vouneuil-sur-Vienne,2329,86,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,,53,894,45427,39895,13.8663992981577%,De 40 à 50 000 entrées,,OUI,E,JPPR,ITINERANT,NON,R,141,64,0,76.8661563442357%,16.0055671537926%,5.16585479007191%,1.96242171189979%,71,31.17033603708%,34.8457434469961%,46.716996,0.536753
3,465872,LES TOURELLES,GRAND EST,31 RUE GAMBETTA,08490,Vouziers,4305,08,08106,Vouziers,4305,06-autres communes et unités urbaines,2,353,53,1667,25158,24990,0.672268907563025%,De 20 à 30 000 entrées,,OUI,E,,FIXE,NON,I,190,150,28,54.622866136648%,31.5145889664635%,12.0626336817466%,1.79991121514185%,76,21.6656608328304%,15.3961015375923%,49.395324,4.700053
3,465920,SALLE DES FETES,HAUTS DE FRANCE,SALLE DES FETES,02517,Montigny-sur-Crécy,300,02,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,,38,100,2956,2909,1.61567548985906%,De 2 à 5 000 entrées,,NON,NON,,ITINERANT,NON,R,51,33,1,56.9049271339348%,23.0742539902845%,15.3712699514226%,4.64954892435808%,22,44.8979591836735%,55.5170020818876%,49.714863,3.584145
3,466201,L'ESPACE LA GARENNE,PAYS DE LA LOIRE,VRITZ SALLE POLYVALENTE,44098,Missillac,5502,44,44204,Missillac,5502,06-autres communes et unités urbaines,1,,40,156,8206,7382,11.1622866431861%,De 5 à 10 000 entrées,,NON,NON,,ITINERANT,NON,I,85,47,0,71.3893087810911%,17.9606980898722%,8.36883331043012%,2.28115981860657%,29,31.5068493150685%,30.0123677339563%,47.476235,-2.158292
5,467301,SALLE GERARD PHILIPE,HAUTS DE FRANCE,22 RUE LOUIS LEJEUNE,59646,Wasquehal,21190,59,59702,Lille (partie française),1062844,04-Unités urbaines de 100 000 hbts ou plus,1,96,53,575,17275,17055,1.28994429785987%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,B,196,159,1,63.2290052680508%,15.4013015184382%,16.6532383018283%,4.71645491168268%,104,47.5138121546961%,37.2730089866749%,50.68623,3.14461
8,468243, M.J.C.,GRAND EST,ROUTE DE ZITTERSHEIM,67538,Wingen-sur-Moder,1605,67,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,,48,741,23728,23103,2.70527637103407%,De 20 à 30 000 entrées,,OUI,E,JPPR,ITINERANT,NON,R,205,121,3,48.1349003576903%,27.5421563617782%,19.2130812468063%,5.10986203372509%,116,53.0405405405405%,49.5088854823142%,48.918237,7.370931
8,468473,LA NEF - RELAIS CULTUREL DE WISSEMBOURG,GRAND EST,"6, RUE DES ECOLES",67544,Wissembourg,7709,67,67209,Wissembourg (partie française),7709,06-autres communes et unités urbaines,1,411,30,94,6158,5645,9.08768821966342%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,I,73,40,0,36.3444639718805%,19.2442882249561%,43.7785588752197%,0.632688927943761%,40,55.952380952381%,45.9402460456942%,49.036084,7.946947
8,468533,GERARD PHILIPE,GRAND EST,10 B RUE DE LA 1ERE ARMEE,68376,Wittenheim,15166,68,68701,Mulhouse,249916,04-Unités urbaines de 100 000 hbts ou plus,1,240,53,944,14631,10364,41.1713624083366%,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,B,244,187,9,40.0060868903599%,26.5007989043597%,28.8442516929164%,4.648862512364%,135,40.8371040723982%,36.3615612873773%,47.822671,7.337178
8,468741,SALLE MICHEL BONNET,GRAND EST,SALLE MICHEL BONNET,57751,Woippy,14649,57,57701,Metz,294959,04-Unités urbaines de 100 000 hbts ou plus,1,,52,492,26320,21668,21.4694480339671%,De 20 à 30 000 entrées,,OUI,C,JP,ITINERANT,NON,B,165,105,5,54.1770842313993%,24.8211052676955%,20.0706957496336%,0.931114751271661%,78,35.4347826086957%,42.1243210621605%,49.150597,6.146816
6,469181,CINEVOX,AUVERGNE / RHONE-ALPES,RUE DU 11 NOVEMBRE,15265,Ydes,1657,15,15102,Ydes,2719,06-autres communes et unités urbaines,1,182,47,90,2812,2201,27.7601090413448%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,C,53,37,0,54.3046357615894%,13.0892091936112%,21.1530970003896%,11.4530580444098%,17,29.0697674418605%,55.3564472146475%,45.348209,2.438915
2,469245,CINEMA PARADISO,ILE-DE-FRANCE,2 RUE MARC SANGNIER,91691,Yerres,29325,91,00851,Paris,10947378,03-Grande couronne,1,214,51,1029,42780,30378,40.8255974718546%,De 40 à 50 000 entrées,,OUI,C,,FIXE,NON,B,209,134,1,60.9008476246797%,16.6494184900453%,18.4580130100532%,3.99172087522176%,109,44.5820433436533%,41.0481963335305%,48.714932,2.489765
6,469500,CINEMA GRENETTE,AUVERGNE / RHONE-ALPES,PLACE DE LA VICTOIRE,43268,Yssingeaux,7743,43,43201,Yssingeaux,7743,06-autres communes et unités urbaines,2,252,53,1672,40969,39239,4.40887892148118%,De 40 à 50 000 entrées,,OUI,E,JP,FIXE,NON,I,262,206,20,58.9876187161255%,28.1984983342449%,11.2450897518771%,1.56879319775247%,137,34.2839429634222%,18.0871165034061%,45.143821,4.124759
3,469602,CINEMA LES ARCHES LUMIERE,NORMANDIE,4 AV DU MARECHAL LECLERC,76758,Yvetot,11485,76,76301,Yvetot,15158,06-autres communes et unités urbaines,7,690,53,10016,215560,212255,1.5570893500742%,De 200 à 300 000 entrées,,OUI,E,RDJPPR,FIXE,NON,C,422,284,185,48.4217488589401%,36.9234305442844%,13.7274309383194%,0.927389658456039%,235,25.9083088756199%,10.6684992424207%,49.618891,0.753617
7,470161,A RUSCANA PLEIN AIR,CORSE,ROUTE DE PINARELLO,2A362,Zonza,2790,2A,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,250,11,55,2651,2219,19.4682289319513%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,R,14,13,1,54.0173519426632%,45.9826480573369%,0%,0%,1,1.81818181818182%,0.377216144851%,41.687469,9.365073
2,575001,MEGARAMA,ILE-DE-FRANCE,44 AVENUE DE LA LONGUE BERTRANE,92078,Villeneuve-la-Garenne,24670,92,00851,Paris,10947378,02-Petite Couronne,18,3728,53,28927,349881,396320,-11.7175514735567%,De 300 à 450 000 entrées,MEGARAMA,NON,NON,,FIXE,OUI,B,353,246,242,25.7864555122815%,51.4390767440727%,13.4805797001768%,9.29388804346892%,80,15.4913014906789%,7.7623882684366%,48.930677,2.320895
3,576000,PATHE ATLANTIS,PAYS DE LA LOIRE,8 ALLEE LA PEROUSE,44162,Saint-Herblain,49801,44,44701,Nantes,683510,04-Unités urbaines de 100 000 hbts ou plus,14,2897,53,22597,455725,531719,-14.2921355076648%,De 450 à 700 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,B,408,247,192,34.6496523539208%,46.0693869110751%,15.338451857633%,3.9425088773711%,135,11.692860350247%,6.45507727815466%,47.222987,-1.628379
6,700000,MEGA CGR,AUVERGNE / RHONE-ALPES,RUE DE L'INDUSTRIE - ZI NORD,69027,Brignais,12572,69,00760,Lyon,1714833,04-Unités urbaines de 100 000 hbts ou plus,15,3155,53,29229,651626,698591,-6.72281778608657%,De 450 à 700 000 entrées,CGR,NON,NON,,FIXE,OUI,B,386,265,254,39.8900711195291%,43.8274871718691%,14.213692830483%,2.06874887811883%,104,15.0100297433769%,6.26350125960176%,45.683172,4.766021
6,700250,CINEMA LA PASSERELLE,AUVERGNE / RHONE-ALPES,CHEMIN DE LA PASSERELLE,01427,Trévoux,7108,01,00760,Lyon,1714833,04-Unités urbaines de 100 000 hbts ou plus,1,110,49,805,22379,18714,19.5842684621139%,De 20 à 30 000 entrées,,OUI,C,JP,FIXE,NON,B,207,135,2,68.7453710561398%,14.7731200316003%,15.059497358416%,1.42201155384388%,133,56.3587684069612%,50.7974127289784%,45.94045500000001,4.77174500000001
6,702200,CINE 7,AUVERGNE / RHONE-ALPES,Le village,07201,Ruoms,2303,07,07114,Ruoms,5022,06-autres communes et unités urbaines,2,299,53,1696,31487,30184,4.31685661277498%,De 30 à 40 000 entrées,,OUI,E,,FIXE,NON,C,229,197,59,56.8901752693359%,30.281395722785%,12.0598166907863%,0.76861231709278%,119,25.3562945368171%,14.6036340247628%,44.45106,4.346553
6,702550,LOUIS NODON,AUVERGNE / RHONE-ALPES,RUE FERDINAND BUISSON,07338,Vernoux-en-Vivarais,2003,07,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,195,52,495,14526,13855,4.84301696138578%,De 10 à 20 000 entrées,,OUI,E,JPPR,FIXE,NON,R,208,163,1,61.1034881201704%,19.5782479959558%,13.6058351989601%,5.7124286849137%,165,77.2823779193206%,63.6816638983173%,44.89487,4.642625
7,703300,RELAIS CULTUREL,PROVENCE-ALPES-COTE D'AZUR,AVENUE VAN GOGH,13096,Saintes-Maries-de-la-Mer,2145,13,13101,Saintes-Maries-de-la-Mer,2145,06-autres communes et unités urbaines,1,380,49,163,5022,3845,30.6111833550065%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,I,78,71,0,61.6642813330607%,26.5180944592108%,10.8362298098548%,0.981394397873646%,24,30%,15.9885503986915%,43.450397,4.427827
4,703700,LE PALMYR,NOUVELLE AQUITAINE,AVENUE PIERRE SIBARD,17225,Les Mathes,2210,17,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,200,53,213,3619,3042,18.9677843523997%,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,R,163,145,0,75.5790677723763%,14.6411209608236%,8.7217615098656%,1.05804975693452%,85,47.5961538461539%,28.5387474978553%,45.714055,-1.142718
7,704450,CENTRE CULTUREL,CORSE,ESPACE JEAN PAUL DE ROCCA SERRA,2A247,Porto-Vecchio,11210,2A,2A301,Porto-Vecchio,11210,06-autres communes et unités urbaines,1,298,40,210,5607,1991,181.617277749874%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,I,102,70,4,68.6267414510584%,9.64356793920753%,10.9643567939208%,10.7653338158133%,61,56.1576354679803%,60.8467523068572%,41.592115,9.276211
4,706850,TICKY HOLGADO,OCCITANIE,389 CHEMIN DE BLAZA,31066,Bessières,4258,31,31123,Bessières,4258,06-autres communes et unités urbaines,1,211,27,191,2470,4532,-45.4986760812004%,De 2 à 5 000 entrées,,OUI,E,JP,FIXE,NON,I,84,62,0,69.4328607172644%,15.1793160967473%,8.71559633027523%,6.67222685571309%,43,51.5789473684211%,51.5012510425354%,43.795535,1.6077
4,706900,VEO GRAND-CENTRAL,OCCITANIE,Allée du Rouergue,31149,Colomiers,40342,31,00758,Toulouse,1062736,04-Unités urbaines de 100 000 hbts ou plus,5,769,53,8695,211003,188530,11.9201188139819%,De 200 à 300 000 entrées,,OUI,C,JPPR,FIXE,NON,B,410,268,166,46.7174157220704%,36.7978065421157%,14.1103301468028%,2.37444758901113%,221,35.6006647673314%,22.1464692292978%,43.609645,1.330951
4,707300,LA DOLCE VITA,NOUVELLE AQUITAINE,RUE BERTIN LALANDE,33005,Andernos-les-Bains,12569,33,33305,Andernos-les-Bains,19982,06-autres communes et unités urbaines,4,634,53,5406,177723,169388,4.92065553640163%,De 150 à 200 000 entrées,,OUI,E,RDJPPR,FIXE,NON,C,296,209,115,56.2725222009651%,27.5914451329203%,14.805402472802%,1.33063019331258%,187,38.9782934131737%,26.4475600354073%,44.744571,-1.093117
7,707900,ROYAL PIC SAINT LOUP,OCCITANIE,ZAC LES VERRIES,34255,Saint-Gély-du-Fesc,10670,34,34701,Montpellier,472000,04-Unités urbaines de 100 000 hbts ou plus,8,1480,53,13596,332614,303860,9.46291055091161%,De 300 à 450 000 entrées,MEGARAMA,NON,NON,,FIXE,OUI,B,198,156,150,44.3683110670886%,39.9107336989346%,14.8177228033726%,0.903232430604208%,42,15.357984678845%,9.19539535670282%,43.682089,3.806546
6,709650,ESPACE LUMIERE,AUVERGNE / RHONE-ALPES,PLACE LANGLADE,42011,Balbigny,2892,42,42104,Balbigny,2892,06-autres communes et unités urbaines,1,258,47,295,8822,7232,21.9856194690266%,De 5 à 10 000 entrées,,OUI,E,,FIXE,NON,C,178,140,0,77.2375820056232%,15.5693533270853%,6.10356138706654%,1.08950328022493%,81,40.1384083044983%,26.1363636363636%,45.817369,4.183976
6,710250,LE QUAI DES ARTS,AUVERGNE / RHONE-ALPES,LA GARE,42318,Usson-en-Forez,1512,42,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,145,53,974,15126,13676,10.6025153553671%,De 10 à 20 000 entrées,,OUI,E,RDJP,FIXE,NON,R,334,294,1,72.3961661341853%,14.5615903443379%,11.1679091231807%,1.87433439829606%,212,58.0858085808581%,31.6506922257721%,45.390497,3.946964
6,715100,CINEVAL,AUVERGNE / RHONE-ALPES,PLACE DU 8 MAI 1945,69255,Vaugneray,6193,69,00760,Lyon,1714833,04-Unités urbaines de 100 000 hbts ou plus,1,196,53,734,33355,31334,6.44986276887726%,De 30 à 40 000 entrées,,OUI,C,,FIXE,NON,B,256,204,1,62.2338954935029%,25.5114735969035%,10.0705004147083%,2.18413049488526%,151,48.8755622188906%,34.6143212607133%,45.736994,4.657674
4,718200,CINEVILLE,PAYS DE LA LOIRE,RUE FRANCOIS CEVERT,85191,La Roche-sur-Yon,58168,85,85501,La Roche-sur-Yon,58168,05-Unités urbaines de 20 000 à 100 000 hbts,9,2012,53,13733,455733,440798,3.38817326757381%,De 450 à 700 000 entrées,CINEVILLE,NON,NON,,FIXE,OUI,I,305,189,173,46.7386185940721%,38.8424905821309%,12.9140308479636%,1.50485997583339%,88,12.1258690084157%,5.60962932688891%,46.697805,-1.426619
4,718212,LE CONCORDE,PAYS DE LA LOIRE,1 RUE DU MARECHAL FOCH,85191,La Roche-sur-Yon,58168,85,85501,La Roche-sur-Yon,58168,05-Unités urbaines de 20 000 à 100 000 hbts,4,419,53,6149,111399,,#VALUE!,De 100 à 150 000 entrées,,OUI,D,RDJPPR,FIXE,NON,I,518,259,203,67.076625764569%,14.9076888438591%,13.1055574317986%,4.91012795977335%,448,92.1869726628417%,86.7574768283988%,46.671468,-1.427205
2,718750,KINEPOLIS BRETIGNY,ILE-DE-FRANCE,5 RUE MICHELE MORGAN,91103,Brétigny-sur-Orge,27361,91,00851,Paris,10947378,03-Grande couronne,10,1508,53,16560,479393,491134,-2.39058994083081%,De 450 à 700 000 entrées,KINEPOLIS,NON,NON,,FIXE,OUI,B,300,185,178,31.875336654996%,50.0797451521681%,15.8835931187719%,2.1613250740641%,44,9.22787193973635%,4.24185294909777%,48.57924680000001,2.2996356999999534
3,719400,SALLE ALAIN BASHUNG,BOURGOGNE / FRANCHE-COMTE,PLACE DE LA LIBERTE,89348,Saint-Julien-du-Sault,2273,89,89104,Saint-Julien-du-Sault,2755,06-autres communes et unités urbaines,1,178,47,191,4346,4014,8.27105132037868%,De 2 à 5 000 entrées,,OUI,E,PR,FIXE,NON,C,121,98,2,70.2778485852664%,16.4414988529187%,12.694366556207%,0.586286005607953%,57,43.4285714285714%,37.751720621973%,48.032408,3.296723
6,719456,LE MELIES,AUVERGNE / RHONE-ALPES,28 ALLEE HENRI FRENAY,38185,Grenoble,160483,38,38701,Grenoble,461802,04-Unités urbaines de 100 000 hbts ou plus,3,524,53,5861,183833,172582,6.5192198491152%,De 150 à 200 000 entrées,,OUI,A,RDJPPR,FIXE,NON,C,282,134,115,64.9855718782791%,13.2452542211199%,9.44565010016217%,12.3235238004388%,248,99.0604274134119%,98.6299246398932%,45.182643,5.723905
7,720000,POLE CULTUREL AUGUSTE ESCOFFIER,PROVENCE-ALPES-COTE D'AZUR,POLE CULTUREL AUGUSTE ESCOFFIER,06161,Villeneuve-Loubet,16588,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,1,450,42,122,8926,8747,2.04641591402767%,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,B,114,82,0,61.0469314079422%,25.1744885679904%,11.7930204572804%,1.985559566787%,69,59.6638655462185%,52.3706377858002%,43.658327,7.12373
7,720150,PATHE CINE LIBERTE,PROVENCE-ALPES-COTE D'AZUR,46 BOULEVARD MARECHAL LECLERC,83137,Toulon,181506,83,00757,Toulon,598427,04-Unités urbaines de 100 000 hbts ou plus,9,1605,53,16840,313312,290604,7.81407000591871%,De 300 à 450 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,351,239,166,44.2151805453206%,37.7932664370421%,16.024918922604%,1.96663409503342%,179,33.3292860611948%,21.3187291219618%,43.123515,5.948704
7,720200,MEGA CGR,OCCITANIE,AVENUE PIERRE BEREGOVOY,34336,Villeneuve-lès-Béziers,4153,34,34502,Béziers,95454,05-Unités urbaines de 20 000 à 100 000 hbts,12,1961,53,22928,397057,331528,19.76575130909%,De 300 à 450 000 entrées,CGR,NON,NON,,FIXE,OUI,B,299,211,204,39.8629130346645%,43.0640583823231%,15.3471518345834%,1.72587674842895%,47,9.36680076963442%,4.18786742347456%,43.32208,3.271565
7,720250,MAJESTIC PALACE,PROVENCE-ALPES-COTE D'AZUR,ZAC DES PLAINES DE FIGUEROLLES,13056,Martigues,49037,13,00759,Marseille-Aix-en-Provence,1635844,04-Unités urbaines de 100 000 hbts ou plus,11,2092,53,17660,249597,254940,-2.09578724405743%,De 200 à 300 000 entrées,,NON,NON,,FIXE,OUI,B,245,189,187,34.0893311733395%,46.8470992338518%,16.8231850164639%,2.24038457634482%,42,10.6671970902478%,4.91601602942789%,43.43362,5.050227
