film,filmLabel,image,realisateurLabel,dureeLabel
http://www.wikidata.org/entity/Q1210771,"The 5,000 Fingers of Dr. T.",http://commons.wikimedia.org/wiki/Special:FilePath/Fingers%20of%20dr%20t.jpg,Roy Rowland,89
http://www.wikidata.org/entity/Q1210832,The Adventures of Baron Munchausen,http://commons.wikimedia.org/wiki/Special:FilePath/Munchausen%20by%20Gustave%20Dore%20%2831030896%29.jpg,Terry Gilliam,126
http://www.wikidata.org/entity/Q1210852,The Adventures of Sherlock Holmes,http://commons.wikimedia.org/wiki/Special:FilePath/Rathbone%20as%20Holmes%20-%20F%26R.png,Alfred L. Werker,76
http://www.wikidata.org/entity/Q1210863,The Mad Adventures of Rabbi Jacob,http://commons.wikimedia.org/wiki/Special:FilePath/RabbiJacob-couleur.png,Gérard Oury,94
http://www.wikidata.org/entity/Q1210946,The Macomber Affair,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Macomber%20Affair%20lobby%20card.jpg,Zoltan Korda,89
http://www.wikidata.org/entity/Q1211069,The Pharmacist,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Apothekerin%20Titel%202011.jpg,Rainer Kaufmann,108
http://www.wikidata.org/entity/Q1211082,Jacob: The Man Who Fought with God,http://commons.wikimedia.org/wiki/Special:FilePath/Giacobbe%2C%20l%27uomo%20che%20lott%C3%B2%20con%20Dio%20-%20Giorgio%20Cerioni.png,Marcello Baldi,85
http://www.wikidata.org/entity/Q1211217,The Terrible People,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Bande%20des%20Schreckens%20Logo%20001.svg,Harald Reinl,92
http://www.wikidata.org/entity/Q1211306,The Beast with Five Fingers,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Bestie%20mit%20den%20f%C3%BCnf%20Fingern%20Logo.png,Robert Florey,88
http://www.wikidata.org/entity/Q1211313,20 Million Miles to Earth,http://commons.wikimedia.org/wiki/Special:FilePath/20%20million%20miles%20to%20earth%20%281957%29%20Ymir.png,Nathan Juran,83
http://www.wikidata.org/entity/Q1211727,The Bride Came C.O.D.,http://commons.wikimedia.org/wiki/Special:FilePath/Bette%20Davis%20-%20The%20Bride%20Came%20C.O.D.%2C%201941%20promo.jpg,William Keighley,94
http://www.wikidata.org/entity/Q1211730,The Bride Wore Red,http://commons.wikimedia.org/wiki/Special:FilePath/Bride%20Wore%20Red%201937.JPG,Dorothy Arzner,104
http://www.wikidata.org/entity/Q1211810,The Beaverskin,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Buntkarierten%20Logo%20001.svg,Kurt Maetzig,97
http://www.wikidata.org/entity/Q1211898,The Comancheros,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Wayne%20-%201961.JPG,Michael Curtiz,107
http://www.wikidata.org/entity/Q1212051,The Duellists,http://commons.wikimedia.org/wiki/Special:FilePath/Duell%20-%20The%20Duellists%20%281978%29%20%2818738290228%29%20%28cropped%29.jpg,Ridley Scott,100
http://www.wikidata.org/entity/Q1212066,The Marriage Circle,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Marriage%20Circle%20%28SAYRE%2014594%29.jpg,Ernst Lubitsch,92
http://www.wikidata.org/entity/Q1212066,The Marriage Circle,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Marriage%20Circle%20%28SAYRE%2014594%29.jpg,James Flood,92
http://www.wikidata.org/entity/Q1212078,Die Einsteiger,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20einsteiger.svg,Sigi Rothemund,102
http://www.wikidata.org/entity/Q1212172,Márciusi mese,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A1rciusi%20mese%20%281934%29.jpg,Emil Martonffy,
http://www.wikidata.org/entity/Q1212252,The Killing of a Chinese Bookie,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Killing%20of%20a%20Chinese%20Bookie%20%281976%20poster%20-%20Style%20B%20-%20retouched%29.jpg,John Cassavetes,135
http://www.wikidata.org/entity/Q1212293,The Banner of Krivoy Rog,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20183-17031-0001%2C%20Bergarbeiter%2C%20Ehrung.jpg,Kurt Maetzig,109
http://www.wikidata.org/entity/Q1212344,The Lady Eve,http://commons.wikimedia.org/wiki/Special:FilePath/The-Lady-Eve.jpg,Preston Sturges,97
http://www.wikidata.org/entity/Q1212450,Bachelor Mother,http://commons.wikimedia.org/wiki/Special:FilePath/Rogers-Kanin-Berman%20in%20Bachelor%20Mother.jpg,Garson Kanin,83
http://www.wikidata.org/entity/Q1212587,Woman of the Year,http://commons.wikimedia.org/wiki/Special:FilePath/Woman%20of%20the%20Year%20poster.jpg,George Stevens,113
http://www.wikidata.org/entity/Q1212598,The Light,http://commons.wikimedia.org/wiki/Special:FilePath/Phare%20jument.jpg,Philippe Lioret,105
http://www.wikidata.org/entity/Q1195373,The Man Who Never Was,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Martin.jpg,Ronald Neame,103
http://www.wikidata.org/entity/Q1195431,The Man Who Fell to Earth,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Bowie%201975.jpg,Nicolas Roeg,138
http://www.wikidata.org/entity/Q1195447,Seconds,http://commons.wikimedia.org/wiki/Special:FilePath/Seconds%201966%20Logo.png,John Frankenheimer,106
http://www.wikidata.org/entity/Q1195497,The Man from Laramie,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Man%20from%20Laramie6%201955.jpg,Anthony Mann,101
http://www.wikidata.org/entity/Q1195524,Every Which Way but Loose,http://commons.wikimedia.org/wiki/Special:FilePath/Der%20mann%20aus%20san%20fernando.svg,James Fargo,113
http://www.wikidata.org/entity/Q1195524,Every Which Way but Loose,http://commons.wikimedia.org/wiki/Special:FilePath/Der%20mann%20aus%20san%20fernando.svg,James Fargo,114
http://www.wikidata.org/entity/Q1195531,The Southerner,http://commons.wikimedia.org/wiki/Special:FilePath/Zachary%20Scott-Betty%20Field%20in%20The%20Southerner.jpg,Jean Renoir,92
http://www.wikidata.org/entity/Q1195538,Man of the West,http://commons.wikimedia.org/wiki/Special:FilePath/Gary%20Cooper%20in%20Man%20of%20the%20West%201958.jpg,Anthony Mann,100
http://www.wikidata.org/entity/Q1195600,The Fugitive Kind,http://commons.wikimedia.org/wiki/Special:FilePath/Lumet-Magnani-1959.jpg,Sidney Lumet,119
http://www.wikidata.org/entity/Q1195631,The Man with the Golden Arm,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Man%20with%20the%20Golden%20Arm%20poster.jpg,Otto Preminger,119
http://www.wikidata.org/entity/Q1195642,X,http://commons.wikimedia.org/wiki/Special:FilePath/X-RayEyes%20Rep.jpg,Roger Corman,80
http://www.wikidata.org/entity/Q1195651,The Trials of Oscar Wilde,http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20Wilde%20portrait%20by%20Napoleon%20Sarony%20-%20albumen.jpg,Ken Hughes,123
http://www.wikidata.org/entity/Q1195706,The Manxman,http://commons.wikimedia.org/wiki/Special:FilePath/The%20manxman.jpg,Alfred Hitchcock,111
http://www.wikidata.org/entity/Q1195707,The Overcoat,http://commons.wikimedia.org/wiki/Special:FilePath/Sanson%2Bstival%20capppotto.jpg,Alberto Lattuada,75
http://www.wikidata.org/entity/Q1195727,Marathon Man,http://commons.wikimedia.org/wiki/Special:FilePath/Kruiskade%2C%20Thalia%20mozi.%20Fortepan%2073784.jpg,John Schlesinger,123
http://www.wikidata.org/entity/Q1195727,Marathon Man,http://commons.wikimedia.org/wiki/Special:FilePath/Kruiskade%2C%20Thalia%20mozi.%20Fortepan%2073784.jpg,John Schlesinger,125
http://www.wikidata.org/entity/Q1195904,College,http://commons.wikimedia.org/wiki/Special:FilePath/Lobby%20card%20for%20the%20Buster%20Keaton%20film%20College%20%281927%29.jpg,Buster Keaton,62
http://www.wikidata.org/entity/Q1195904,College,http://commons.wikimedia.org/wiki/Special:FilePath/Lobby%20card%20for%20the%20Buster%20Keaton%20film%20College%20%281927%29.jpg,James W. Horne,62
http://www.wikidata.org/entity/Q1195955,The Murderer with the Silk Scarf,http://commons.wikimedia.org/wiki/Special:FilePath/Der%20M%C3%B6rder%20mit%20dem%20Seidenschal%20Logo%20001.svg,Adrian Hoven,82
http://www.wikidata.org/entity/Q1195998,The Navigator,http://commons.wikimedia.org/wiki/Special:FilePath/Poster%20-%20Navigator%2C%20The%2002.jpg,Buster Keaton,59
http://www.wikidata.org/entity/Q1195998,The Navigator,http://commons.wikimedia.org/wiki/Special:FilePath/Poster%20-%20Navigator%2C%20The%2002.jpg,Donald Crisp,59
http://www.wikidata.org/entity/Q1196027,The New York Ripper,http://commons.wikimedia.org/wiki/Special:FilePath/New%20york%20ripper%20logo.svg,Lucio Fulci,87
http://www.wikidata.org/entity/Q1196079,The Uncle from America,http://commons.wikimedia.org/wiki/Special:FilePath/Der%20Onkel%20aus%20Amerika%20Logo%20001.svg,Carl Boese,98
http://www.wikidata.org/entity/Q1196179,Pigsty,http://commons.wikimedia.org/wiki/Special:FilePath/Porcile2.jpg,Pier Paolo Pasolini,99
http://www.wikidata.org/entity/Q1196179,Pigsty,http://commons.wikimedia.org/wiki/Special:FilePath/Porcile2.jpg,Sergio Citti,99
http://www.wikidata.org/entity/Q1196202,The Pawnbroker,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Pawnbroker%20%281964%20film%20poster%20-%20US%20Military%20distribution%29.jpg,Sidney Lumet,116
http://www.wikidata.org/entity/Q1196346,The Raven,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Raven%20%281935%20film%20poster%20-%20Style%20D%29.jpg,Lew Landers,61
http://www.wikidata.org/entity/Q1196360,Le Ruffian,http://commons.wikimedia.org/wiki/Special:FilePath/Wapta%20Falls%202008.JPG,José Giovanni,108
http://www.wikidata.org/entity/Q1196370,The Raven,http://commons.wikimedia.org/wiki/Special:FilePath/RavenPoster.jpg,Roger Corman,82
http://www.wikidata.org/entity/Q1196394,Romulus and the Sabines,http://commons.wikimedia.org/wiki/Special:FilePath/Myl%C3%A8ne%20Demongeot%20%E2%80%94%20Il%20ratto%20delle%20Sabine.jpg,Richard Pottier,98
http://www.wikidata.org/entity/Q1196413,The Flame and the Arrow,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Flame%20and%20the%20Arrow%20%281950%29%20trailer%204.jpg,Jacques Tourneur,85
http://www.wikidata.org/entity/Q1196539,Pygmalion,http://commons.wikimedia.org/wiki/Special:FilePath/Wendy%20Hiller%2C%20Boxoffice%20Barometer%201939.jpg,Leslie Howard,90
http://www.wikidata.org/entity/Q1196539,Pygmalion,http://commons.wikimedia.org/wiki/Special:FilePath/Wendy%20Hiller%2C%20Boxoffice%20Barometer%201939.jpg,Anthony Asquith,90
http://www.wikidata.org/entity/Q1196610,Nightmare,http://commons.wikimedia.org/wiki/Special:FilePath/Der%20Satan%20mit%20den%20langen%20wimpern%20Schriftzug.png,Freddie Francis,79
http://www.wikidata.org/entity/Q1196628,The Gunfighter,http://commons.wikimedia.org/wiki/Special:FilePath/Peck%20Westcott%20The%20Gunfighter.jpg,Henry King,85
http://www.wikidata.org/entity/Q1196637,Shadow of the Thin Man,http://commons.wikimedia.org/wiki/Special:FilePath/Shadow%20of%20the%20Thin%20Man.jpg,W. S. Van Dyke,93
http://www.wikidata.org/entity/Q1196670,The Sheik,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Sheik%20poster%202.jpg,George Melford,80
http://www.wikidata.org/entity/Q1196726,Der Schnüffler,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20der%20schnueffler.svg,Ottokar Runze,89
http://www.wikidata.org/entity/Q1196731,Monster on the Campus,http://commons.wikimedia.org/wiki/Special:FilePath/Monsteronthecampus.jpg,Jack Arnold,77
http://www.wikidata.org/entity/Q1196815,The Swimmer,http://commons.wikimedia.org/wiki/Special:FilePath/Burt%20Lancaster%20and%20Janice%20Rule%201968.jpg,Sydney Pollack,91
http://www.wikidata.org/entity/Q1196815,The Swimmer,http://commons.wikimedia.org/wiki/Special:FilePath/Burt%20Lancaster%20and%20Janice%20Rule%201968.jpg,Frank Perry,91
http://www.wikidata.org/entity/Q1196849,"Heaven Knows, Mr. Allison",http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Mitchum%20Deborah%20Kerr%20Heaven%20Knows%20Mr.%20Allison%201957%20%28cropped%29.jpg,John Huston,102
http://www.wikidata.org/entity/Q1196933,The Son of the Sheik,http://commons.wikimedia.org/wiki/Special:FilePath/B%C3%A1nky%20Vilma%20%C3%A9s%20Rudolph%20Valentino-A%20sejk%20fia.jpg,George Fitzmaurice,68
http://www.wikidata.org/entity/Q1197109,Beyond the Forest,http://commons.wikimedia.org/wiki/Special:FilePath/Bette%20davis%20beyond%20the%20forest.jpg,King Vidor,89
http://www.wikidata.org/entity/Q1197306,Day of the Wacko,http://commons.wikimedia.org/wiki/Special:FilePath/Quotation%20from%20Day%20of%20Nut.jpg,Marek Koterski,93
http://www.wikidata.org/entity/Q1197352,Test Pilot,http://commons.wikimedia.org/wiki/Special:FilePath/Test%20Pilot%204%201938.jpg,Victor Fleming,118
http://www.wikidata.org/entity/Q1197370,The Devil at 4 O'Clock,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Devil%20at%204%20O%27Clock%20poster.jpg,Mervyn LeRoy,126
http://www.wikidata.org/entity/Q1197463,The Killers,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Killers%20%281964%20poster%29.jpg,Don Siegel,93
http://www.wikidata.org/entity/Q1197465,Death in the Red Jaguar,http://commons.wikimedia.org/wiki/Special:FilePath/Der%20Tod%20im%20roten%20Jaguar%20Logo%20001.svg,Harald Reinl,91
http://www.wikidata.org/entity/Q1197508,What Have They Done to Your Daughters?,http://commons.wikimedia.org/wiki/Special:FilePath/La%20polizia%20chiede%20aiuto.png,Massimo Dallamano,90
http://www.wikidata.org/entity/Q1197672,The Unknown,http://commons.wikimedia.org/wiki/Special:FilePath/Posterunknownusx.jpg,Tod Browning,63
http://www.wikidata.org/entity/Q1197684,The Natural,http://commons.wikimedia.org/wiki/Special:FilePath/Baseball%20diamond%20marines.jpg,Barry Levinson,134
http://www.wikidata.org/entity/Q1197742,The Decline of the American Empire,http://commons.wikimedia.org/wiki/Special:FilePath/CEPSUM.JPG,Denys Arcand,101
http://www.wikidata.org/entity/Q1197754,Incorrigible,http://commons.wikimedia.org/wiki/Special:FilePath/Senlis%20%2860%29%2C%20ancien%20s%C3%A9minaire%2C%20place%20Saint-Pierre.jpg,Philippe de Broca,100
http://www.wikidata.org/entity/Q1197775,Along Came Jones,http://commons.wikimedia.org/wiki/Special:FilePath/Gary%20Cooper%20in%20Along%20Came%20Jones%201945.jpg,Stuart Heisler,90
http://www.wikidata.org/entity/Q1197778,I Vampiri,http://commons.wikimedia.org/wiki/Special:FilePath/Vampiri1956-Canale.png,Mario Bava,79
http://www.wikidata.org/entity/Q1197778,I Vampiri,http://commons.wikimedia.org/wiki/Special:FilePath/Vampiri1956-Canale.png,Riccardo Freda,79
http://www.wikidata.org/entity/Q1213755,Camille,http://commons.wikimedia.org/wiki/Special:FilePath/Garbo%20and%20Taylor%20in%20Camille.jpg,George Cukor,108
http://www.wikidata.org/entity/Q1214152,The Cow,http://commons.wikimedia.org/wiki/Special:FilePath/Gaav%20movie.jpg,Dariush Mehrjui,104
http://www.wikidata.org/entity/Q1214152,The Cow,http://commons.wikimedia.org/wiki/Special:FilePath/Gaav%20movie.jpg,Dariush Mehrjui,105
http://www.wikidata.org/entity/Q1214242,Lady in Cement,http://commons.wikimedia.org/wiki/Special:FilePath/Raquel%20Welch%20Frank%20Sinatra%20Lady%20in%20Cement.jpg,Gordon Douglas,93
http://www.wikidata.org/entity/Q1214303,The Lady from Shanghai,http://commons.wikimedia.org/wiki/Special:FilePath/Lady%20from%20Shanghai%20trailer%20hayworth2.JPG,Orson Welles,87
http://www.wikidata.org/entity/Q1214360,Ulica,http://commons.wikimedia.org/wiki/Special:FilePath/Legion%20ulicy%202.jpg,Aleksander Ford,
http://www.wikidata.org/entity/Q1214408,Prem Sanyas,http://commons.wikimedia.org/wiki/Special:FilePath/Seeta%20Devi%20as%20Gopa%20in%20Prem%20Sanyas%20%28The%20Light%20of%20Asia%29%201925.jpg,Franz Osten,97
http://www.wikidata.org/entity/Q1214408,Prem Sanyas,http://commons.wikimedia.org/wiki/Special:FilePath/Seeta%20Devi%20as%20Gopa%20in%20Prem%20Sanyas%20%28The%20Light%20of%20Asia%29%201925.jpg,Himanshu Rai,97
http://www.wikidata.org/entity/Q1214459,Glorious Betsy,http://commons.wikimedia.org/wiki/Special:FilePath/Glorious%20Betsy%201928%20poster.jpg,Gordon Hollingshead,80
http://www.wikidata.org/entity/Q1214459,Glorious Betsy,http://commons.wikimedia.org/wiki/Special:FilePath/Glorious%20Betsy%201928%20poster.jpg,Alan Crosland,80
http://www.wikidata.org/entity/Q1214560,Adventures of Don Juan,http://commons.wikimedia.org/wiki/Special:FilePath/Adventures%20of%20Don%20Juan%20%281948%29%20trailer%201.jpg,Vincent Sherman,110
http://www.wikidata.org/entity/Q1214743,At the Circus,http://commons.wikimedia.org/wiki/Special:FilePath/1939%20At%20the%20Circus%20lobby%20card.JPG,Edward Buzzell,83
http://www.wikidata.org/entity/Q1214749,A Day at the Races,http://commons.wikimedia.org/wiki/Special:FilePath/A%20Day%20At%20The%20Races%201937.jpg,Sam Wood,105
http://www.wikidata.org/entity/Q1214860,The Monte Carlo Story,http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20Marlene%20Dietrich%20and%20Vittorio%20De%20Sica%20in%20a%20scene%20from%20Montecarlo%2C%20a%201956%20film%20directed%20by%20Samuel%20A.%20Taylor%201956%20-%20Touring%20Club%20Italiano%2004%200834.jpg,Samuel A. Taylor,97
http://www.wikidata.org/entity/Q1214860,The Monte Carlo Story,http://commons.wikimedia.org/wiki/Special:FilePath/Photo%20Marlene%20Dietrich%20and%20Vittorio%20De%20Sica%20in%20a%20scene%20from%20Montecarlo%2C%20a%201956%20film%20directed%20by%20Samuel%20A.%20Taylor%201956%20-%20Touring%20Club%20Italiano%2004%200834.jpg,Sam Taylor,97
http://www.wikidata.org/entity/Q1214957,Mother,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%BB%D0%B0%D0%BA%D0%B0%D1%82%20%D0%BA%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D1%83%20%C2%AB%D0%9C%D0%B0%D1%82%D1%8C%C2%BB.jpg,Vsevolod Pudovkin,88
http://www.wikidata.org/entity/Q1214975,The Young Girls of Rochefort,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20transbordeur%20de%20rochefort2.jpg,Jacques Demy,122
http://www.wikidata.org/entity/Q1215008,The Mill and the Cross,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20d.%20%C3%84.%20007.jpg,Lech Majewski,96
http://www.wikidata.org/entity/Q1215110,This Gun for Hire,http://commons.wikimedia.org/wiki/Special:FilePath/This%20Gun%20for%20Hire%20%281942%29%20poster.jpg,Frank Tuttle,80
http://www.wikidata.org/entity/Q1215150,The New Adventures of Pippi Longstocking,http://commons.wikimedia.org/wiki/Special:FilePath/Tami%20Erin.jpg,Ken Annakin,91
http://www.wikidata.org/entity/Q1215169,The Newton Boys,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%91%D1%80%D0%B0%D1%82%D1%8C%D1%8F%20%D0%9D%D1%8C%D1%8E%D1%82%D0%BE%D0%BD.jpg,Richard Linklater,117
http://www.wikidata.org/entity/Q1215362,The Organizer,http://commons.wikimedia.org/wiki/Special:FilePath/Compagni-1962-cast.png,Mario Monicelli,130
http://www.wikidata.org/entity/Q1215427,Prudence and the Pill,http://commons.wikimedia.org/wiki/Special:FilePath/Prudence%20and%20the%20Pill%20publicity%20still.jpg,Ronald Neame,92
http://www.wikidata.org/entity/Q1215427,Prudence and the Pill,http://commons.wikimedia.org/wiki/Special:FilePath/Prudence%20and%20the%20Pill%20publicity%20still.jpg,Fielder Cook,92
http://www.wikidata.org/entity/Q1215485,Anne of the Indies,http://commons.wikimedia.org/wiki/Special:FilePath/Peters%2C%20Jean%20%28Anne%20of%20the%20Indies%29%2001.jpg,Jacques Tourneur,81
http://www.wikidata.org/entity/Q1215510,The Princess and the Swineherd,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Christian%20Andersen-Die%20Prinzessin%20und%20der%20Schweinehirt-Illustriert%20von%20Heinrich%20Lefler-Wien%2C%201897.jpg,Herbert B. Fredersdorf,81
http://www.wikidata.org/entity/Q1215551,The Celestine Prophecy,http://commons.wikimedia.org/wiki/Special:FilePath/Matthew%20Settle%20cropped.jpg,Armand Mastroianni,99
http://www.wikidata.org/entity/Q1215626,Earth vs. the Spider,http://commons.wikimedia.org/wiki/Special:FilePath/Baseline%20Drive-in%20Ad%20-%2031%20October%201958%2C%20Highland%2C%20CA.jpg,Bert Ira Gordon,80
http://www.wikidata.org/entity/Q1215722,No Highway in the Sky,http://commons.wikimedia.org/wiki/Special:FilePath/Marlene%20Dietrich%20and%20James%20Stewart%20in%20No%20Highway%20in%20the%20Sky%202.jpg,Henry Koster,89
http://www.wikidata.org/entity/Q1215745,Journey to the Center of the Earth,http://commons.wikimedia.org/wiki/Special:FilePath/Pat%20Boone%2C%20Peter%20Ronson%2C%20James%20Mason%2C%20Arlene%20Dahl%2C%20Journey%20to%20the%20Center%20of%20the%20Earth%2C%201959.jpg,Henry Levin,132
http://www.wikidata.org/entity/Q1215918,King Kong vs. Godzilla,http://commons.wikimedia.org/wiki/Special:FilePath/KK%20v%20G%20trailer%20%281962%29.png,Ishirō Honda,98
http://www.wikidata.org/entity/Q1215931,Blackboard Jungle,http://commons.wikimedia.org/wiki/Special:FilePath/Blackboard%20Jungle%20%281955%20poster%29.jpg,Richard Brooks,101
http://www.wikidata.org/entity/Q1215958,"Faster, Pussycat! Kill! Kill!",http://commons.wikimedia.org/wiki/Special:FilePath/Faster%2C%20Pussycat%21%20Kill%21%20Kill%21%20%28promo%20photo%2C%201965%29%20-%20cropped.jpg,Russ Meyer,83
http://www.wikidata.org/entity/Q1215976,Fat Man and Little Boy,http://commons.wikimedia.org/wiki/Special:FilePath/Trinity%20Test%20-%20Oppenheimer%20and%20Groves%20at%20Ground%20Zero%20002.jpg,Roland Joffé,127
http://www.wikidata.org/entity/Q1216083,I colpevoli,http://commons.wikimedia.org/wiki/Special:FilePath/I%20colpevoli%20%28film%201957%29%20Carlo%20Ninchi%20e%20Vittorio%20De%20Sica%20%282%29.png,Q1741956,84
http://www.wikidata.org/entity/Q1216160,Sisters,http://commons.wikimedia.org/wiki/Special:FilePath/Jennifer%20Salt%2C%20William%20Finley%2C%20and%20Margot%20Kidder%20in%20Sisters.png,Brian De Palma,92
http://www.wikidata.org/entity/Q1216269,The Victors,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Victors%20poster.jpg,Carl Foreman,175
http://www.wikidata.org/entity/Q1216506,Sherlock Holmes and the Voice of Terror,http://commons.wikimedia.org/wiki/Special:FilePath/Sherlock%20Holmes%20and%20the%20Voice%20of%20Terror%20%281942%29%201.jpg,John Rawlins,65
http://www.wikidata.org/entity/Q1216515,Die Straße,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A3%D0%BB%D0%B8%D1%86%D0%B0%201923.png,Karl Grune,74
http://www.wikidata.org/entity/Q1216554,His Butler's Sister,http://commons.wikimedia.org/wiki/Special:FilePath/1943%20-%20Earle%20Theater%20Ad%20-%2024%20Dec%20MC%20-%20Allentown%20PA.jpg,Frank Borzage,94
http://www.wikidata.org/entity/Q1216566,Black Sunday,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Maschera%20del%20Demonio.png,Mario Bava,87
http://www.wikidata.org/entity/Q1216582,Die Störenfriede,http://commons.wikimedia.org/wiki/Special:FilePath/Fotothek%20df%20roe-neg%200006440%202%20036%20Drei%20Pioniere%20w%C3%A4hrend%20des%20Lesens%20des%20Filmprosp.jpg,Wolfgang Schleif,92
http://www.wikidata.org/entity/Q1216651,Torso,http://commons.wikimedia.org/wiki/Special:FilePath/Torso%20%281973%29%20screenshot.jpg,Sergio Martino,89
http://www.wikidata.org/entity/Q1216682,Days of Wine and Roses,http://commons.wikimedia.org/wiki/Special:FilePath/Days%20of%20Wine%20and%20Roses%20%281962%20poster%29.jpg,Blake Edwards,117
http://www.wikidata.org/entity/Q1216721,Distant Drums,http://commons.wikimedia.org/wiki/Special:FilePath/Mari%20Aldon%20and%20Richard%20Webb.jpg,Raoul Walsh,101
http://www.wikidata.org/entity/Q1216722,Pack Up Your Troubles,http://commons.wikimedia.org/wiki/Special:FilePath/Pack%20Up%20Your%20Troubles%20ad%20-%20The%20Film%20Daily%2C%20Jul-Dec%201932%20%28page%20353%20crop%29.jpg,George Marshall,68
http://www.wikidata.org/entity/Q1216722,Pack Up Your Troubles,http://commons.wikimedia.org/wiki/Special:FilePath/Pack%20Up%20Your%20Troubles%20ad%20-%20The%20Film%20Daily%2C%20Jul-Dec%201932%20%28page%20353%20crop%29.jpg,Ray McCarey,68
http://www.wikidata.org/entity/Q1216724,The Devil's Brigade,http://commons.wikimedia.org/wiki/Special:FilePath/Jack-watson-trailer.jpg,Andrew V. McLaglen,129
http://www.wikidata.org/entity/Q1216760,Young Bess,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Simmons%20in%20Young%20Bess%20trailer.jpg,George Sidney,112
http://www.wikidata.org/entity/Q1216807,The Body in the Thames,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Tote%20aus%20der%20Themse%20Logo%20001.svg,Harald Philipp,85
http://www.wikidata.org/entity/Q1216947,The Barkleys of Broadway,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Barkleys%20of%20Broadway%20%281949%29%20trailer%201.jpg,Charles Walters,109
http://www.wikidata.org/entity/Q1216953,The Door,http://commons.wikimedia.org/wiki/Special:FilePath/Premiere%20Die%20T%C3%BCr%207345.jpg,Anno Saul,103
http://www.wikidata.org/entity/Q1217181,Reported Missing,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Vermissten.jpg,Jan Speckenbach,86
http://www.wikidata.org/entity/Q1217338,Die Wahrheit über die Stasi,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20wahrheit%20ueber%20die%20stasi%20plakat%20a3.jpg,,50
http://www.wikidata.org/entity/Q1217355,The Truth,http://commons.wikimedia.org/wiki/Special:FilePath/Trans-Lux%20Plaza%20Ad%20-%205%20July%201961%2C%20NW%2C%20Washington%2C%20D.C.png,Henri-Georges Clouzot,124
http://www.wikidata.org/entity/Q1217364,The Wall,http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Wand%20%C3%96sterreichpremiere%202012%20b%20Martina%20Gedeck%20Julian%20P%C3%B6lsler.jpg,Julian Pölsler,108
http://www.wikidata.org/entity/Q1217369,Jane Eyre,http://commons.wikimedia.org/wiki/Special:FilePath/Jane-Eyre-1943-1.jpg,Robert Stevenson,97
http://www.wikidata.org/entity/Q1217596,Die Wittenberger Nachtigall,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Sachs%20-%20Wittembergisch%20Nachtigall%201525.jpg,Erwin Báron,
http://www.wikidata.org/entity/Q1217612,The Yearling,http://commons.wikimedia.org/wiki/Special:FilePath/Gregory%20Peck%20in%20The%20Yearling%20trailer.jpg,Clarence Brown,128
http://www.wikidata.org/entity/Q1217715,The Ten Commandments,http://commons.wikimedia.org/wiki/Special:FilePath/TenCommandments-bigposter-1923.jpg,Cecil B. DeMille,146
