régionCNC;N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2022;entrées 2021;évolution entrées;tranche d'entrées;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude;geolocalisation
2;119305;PATHE;ILE-DE-FRANCE;RUE DE L'HAUTIL;78172;Conflans-Sainte-Honorine;36372;78;851;Paris;10949158;03-Grande couronne;13;3105;53;21079;756769;472752;60.077376721833;De 700 000 à 1 million d'entrées;PATHE-GAUMONT;NON;NON;;FIXE;OUI;B;313;246;193;24.920052477008;58.0214569695194;13.7974573957286;3.26103315774402;106;4.14155473125512;49.004829;2.077668;49.004829, 2.077668
2;439271;LES VARIETES;ILE-DE-FRANCE;72 RUE DE CHELLES;77479;Vaires-sur-Marne;13450;77;851;Paris;10949158;03-Grande couronne;1;311;47;380;9572;4203;127.742088984059;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;B;109;92;1;77.9257954420346;14.7858637014202;5.95618187823406;1.33215897831113;36;24.760541671254;48.874168;2.632366;48.874168, 2.632366
3;49632;CINEMARINE;BRETAGNE;AVENUE DE LA PLAGE;29006;Bénodet;3775;29;29402;Fouesnant;26245;05-Unités urbaines de 20 000 à 100 000 hbts;2;326;53;2433;33415;21173;57.8189203230529;De 30 à 40 000 entrées;;OUI;D;;FIXE;NON;B;219;195;128;73.3268671193017;18.7651551891368;5.48314742967992;2.42483026188167;112;32.5200048496605;47.874121;-4.110036;47.874121, -4.110036
3;138345;D S N  DIEPPE SCENE NATIONALE;NORMANDIE;QUAI BERIGNY;76217;Dieppe;28535;76;76404;Dieppe;35913;05-Unités urbaines de 20 000 à 100 000 hbts;1;578;53;976;25652;14028;82.8628457370972;De 20 à 30 000 entrées;;OUI;D;RDJPPR;FIXE;NON;C;219;114;13;69.18558633618;10.1353884607373;12.501562174547;8.17746302853572;180;84.38658612789;49.923374;1.081518;49.923374, 1.081518
3;139232;LE DRAKKAR;NORMANDIE;6 RUE DU GENERAL DE GAULLE;14225;Dives-sur-Mer;5403;14;14402;Dives-sur-Mer;33981;05-Unités urbaines de 20 000 à 100 000 hbts;1;290;52;967;21996;12794;71.9243395341566;De 20 à 30 000 entrées;;OUI;D;JP;FIXE;NON;C;183;135;9;65.3288297238228;19.0741108682694;8.42936618319094;7.16769322471687;108;42.1716669978144;49.286704;-0.099295;49.286704, -0.099295
3;154444;CINEMA YVES ROBERT;PAYS DE LA LOIRE;34 RUE DE LA FONTAINE;53097;Évron;8896;53;53203;Évron;8896;06-autres communes et unités urbaines;3;447;53;2931;32961;23525;40.1105207226355;De 30 à 40 000 entrées;;OUI;E;JPPR;FIXE;NON;I;324;236;25;51.5885366011801;33.4305906762627;11.4698826428062;3.51099007975102;176;21.7532257018738;48.155173;-0.401505;48.155173, -0.401505
3;248763;ESPACE CULTUREL BEAUMARCHAIS;NORMANDIE;13 RUE DE LA REPUBLIQUE;76410;Maromme;10971;76;755;Rouen;481277;04-Unités urbaines de 100 000 hbts ou plus;1;245;36;81;4576;1686;171.41162514828;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;B;46;26;1;63.3363268971711;26.448136506511;8.91333632689717;1.30220026942075;16;35.4737314773238;49.479355;1.042864;49.479355, 1.042864
3;276351;LE REGENT;CENTRE-VAL DE LOIRE;3 BD PHILIPPE AUGUSTE;41151;Montrichard Val de Cher;3716;41;41204;Montrichard;6739;06-autres communes et unités urbaines;1;195;53;858;24259;12300;97.2276422764228;De 20 à 30 000 entrées;;OUI;E;JPPR;FIXE;NON;C;273;206;18;56.7147760274575;26.0274575376221;12.4306961189827;4.82707031593769;152;30.7357212003872;47.343448;1.182804;47.343448, 1.182804
3;322952;CINEMA PAX;PAYS DE LA LOIRE;5 RUE DU MARECHAL JOFFRE;44135;Le Pouliguen;4116;44;44601;Saint-Nazaire;160970;04-Unités urbaines de 100 000 hbts ou plus;1;230;53;1478;36717;21522;70.6021745190967;De 30 à 40 000 entrées;;OUI;C;RDJP;FIXE;NON;B;263;182;124;67.8921777701953;11.4276777844124;12.3176661264182;8.3624783189741;206;75.4926213426597;47.276193;-2.429727;47.276193, -2.429727
3;357751;REX;NORMANDIE;5 PLACE DE LA 2EME DB;61464;Sées;4634;61;61107;Sées;4634;06-autres communes et unités urbaines;1;212;52;809;16462;10431;57.8180423736938;De 10 à 20 000 entrées;;OUI;E;JP;FIXE;NON;I;202;151;5;57.6684084168903;19.7924022030787;15.9228922468578;6.61629713317328;93;36.8803841265358;48.607433;0.170941;48.607433, 0.170941
3;399341;FAMILIAL;BRETAGNE;BD DE LA PLAGE;35287;Saint-Lunaire;2589;35;458;Dinard;35626;05-Unités urbaines de 20 000 à 100 000 hbts;1;203;52;233;7013;4755;47.4868559411146;De 5 à 10 000 entrées;;OUI;D;;FIXE;NON;B;187;154;0;58.8812260536398;20.5670498084291;12.7816091954023;7.77011494252874;102;47.4022988505747;48.634794;-2.105848;48.634794, -2.105848
3;416921;FOYER RURAL;CENTRE-VAL DE LOIRE;25 PLACE DU CYGNE;18235;Sainte-Solange;1141;18;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;200;39;240;7405;2723;171.942710246052;De 5 à 10 000 entrées;;OUI;E;;ITINERANT;NON;R;47;30;0;79.1521197007481;4.27265170407315;12.8512053200333;3.72402327514547;20;45.2701579384871;47.135691;2.548784;47.135691, 2.548784
3;429621;CINETOILES;BOURGOGNE-FRANCHE-COMTE;21 RUE ARRAULT;89419;Toucy;2732;89;89101;Toucy;2732;06-autres communes et unités urbaines;1;74;51;417;7928;2805;182.638146167558;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;I;137;103;1;61.2341344855523;22.697812584391;9.53281123413449;6.53524169592223;63;47.5695382122603;47.734838;3.292272;47.734838, 3.292272
4;13622;ESPACE CULTUREL VILLENEUVE;PAYS DE LA LOIRE;ROUTE DE CHALLANS;85003;Aizenay;10270;85;85206;Aizenay;10270;06-autres communes et unités urbaines;2;240;53;1350;20912;11184;86.9814020028612;De 20 à 30 000 entrées;;OUI;E;JP;FIXE;NON;I;298;253;4;55.2976944514821;29.8809222194071;11.8773752216874;2.94400810742336;146;31.583481124905;46.744249;-1.61640299999999;46.744249, -1.6164029999999912
4;234295;CINEMA BERNADETTE;OCCITANIE;6 AV MGR SCHOEPFER;65286;Lourdes;13546;65;65302;Lourdes;16846;06-autres communes et unités urbaines;1;281;30;369;4566;1637;178.924862553451;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;C;4;0;0;91.8090232150679;1.92728865527814;6.26368812965396;0;1;6.26368812965396;43.095917;-0.055559;43.095917, -0.055559
4;254005;CINEMA APOLLO;OCCITANIE;PLACE DU MARECHAL LECLERC;81163;Mazamet;10361;81;81401;Mazamet;25228;05-Unités urbaines de 20 000 à 100 000 hbts;4;585;49;1386;25151;19506;28.9398133907516;De 20 à 30 000 entrées;;OUI;D;;FIXE;NON;C;188;150;25;43.7380720132321;39.8956698757369;14.3093430595021;2.0569150515289;96;18.1093345773782;43.493101;2.374957;43.493101, 2.374957
4;302933;REX;OCCITANIE;19 RUE TAILLANCIER;9225;Pamiers;16421;9;9401;Pamiers;27866;05-Unités urbaines de 20 000 à 100 000 hbts;2;275;53;2060;28465;12131;134.64677273102;De 20 à 30 000 entrées;;NON;NON;;FIXE;NON;C;174;149;66;35.4342289342469;48.7068192416688;10.227068909854;5.63188291423037;77;18.9044732216523;43.116608;1.612993;43.116608, 1.612993
4;312973;L EUROPE;OCCITANIE;14 RUE SAINT NICOLAS;32319;Plaisance;1446;32;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;181;53;432;9816;6159;59.3765221626887;De 5 à 10 000 entrées;;OUI;E;;FIXE;NON;R;283;234;39;53.4891064098516;24.0922008209662;15.4089043258604;7.00978844332176;159;38.1959793705926;43.604768;0.0448;43.604768, 0.0448
4;348442;L ESTRADE;NOUVELLE AQUITAINE;SALLE MUNICIPALE;40246;Sabres;1312;40;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;103;51;465;3957;2135;85.3395784543326;De 2 à 5 000 entrées;;OUI;E;JP;FIXE;NON;R;193;161;0;62.5956738768719;19.5341098169717;13.7770382695507;4.09317803660566;80;37.8702163061564;44.152438;-0.737033;44.152438, -0.737033
4;395463;LE SELECT;NOUVELLE AQUITAINE;CONTIS PLAGE;40266;Saint-Julien-en-Born;1722;40;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;290;38;701;8614;9722;-11.3968319275869;De 5 à 10 000 entrées;;OUI;E;RDJP;FIXE;NON;R;195;150;4;47.5240470252939;22.8713929462059;15.2000950005938;14.4044650279064;135;54.6253414083838;44.079661;-1.257781;44.079661, -1.257781
4;718200;CINEVILLE;PAYS DE LA LOIRE;RUE FRANCOIS CEVERT;85191;La Roche-sur-Yon;58168;85;85501;La Roche-sur-Yon;58168;05-Unités urbaines de 20 000 à 100 000 hbts;9;2014;51;12455;342830;217755;57.438405547519;De 300 à 450 000 entrées;CINEVILLE;NON;NON;;FIXE;OUI;I;247;158;138;36.6845656957204;49.9703973820093;10.6401529321319;2.70488399013835;72;2.51636980591876;46.697805;-1.426619;46.697805, -1.426619
4;724840;SALLE DE PROJECTION SPECTACLE DU GRENIER DE MONSIEUR;OCCITANIE;RUE DU GRENIER;12307;Curan;308;12;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;98;53;234;3063;1503;103.792415169661;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;R;81;71;0;78.7756474941137;13.2862428523377;3.19542549613185;4.74268415741675;21;21.8298015472587;44.182478;2.786721;44.182478, 2.786721
5;89644;MILLENIUM;HAUTS DE FRANCE;PLACE DES MANTILLES;59139;Caudry;14170;59;59307;Caudry;18128;06-autres communes et unités urbaines;2;598;53;1259;32623;20779;56.999855623466;De 30 à 40 000 entrées;;OUI;E;JP;FIXE;NON;C;196;159;23;37.2949913098436;39.6650339706115;18.3220097961763;4.71796492336862;76;13.6798862379523;50.127719;3.415275;50.127719, 3.415275
5;137112;MEGARAMA;HAUTS DE FRANCE;RUE DE VILLARS;59172;DENAIN;20532;59;59701;Valenciennes (partie française);336069;04-Unités urbaines de 100 000 hbts ou plus;7;986;53;11989;121737;68309;78.2151693041913;De 100 à 150 000 entrées;MEGARAMA;NON;NON;;FIXE;NON;B;208;156;139;30.1871118970268;54.7542871242341;10.3976641855492;4.66093679318995;40;3.5177036641033;50.326793;3.393394;50.326793, 3.393394
6;75492;PARIS;AUVERGNE-RHONE-ALPES;PLACE DE LA LIBERTE;43040;Brioude;6851;43;43202;Brioude;7515;06-autres communes et unités urbaines;1;313;44;219;3275;2572;27.3328149300156;De 2 à 5 000 entrées;;OUI;E;JP;FIXE;NON;C;92;79;0;72.3456790123457;17.9012345679012;7.34567901234568;2.40740740740741;24;18.5185185185185;45.292071;3.387558;45.292071, 3.387558
6;96184;VOX;AUVERGNE-RHONE-ALPES;22 COURS DU BARTAVEL;74056;Chamonix-Mont-Blanc;9019;74;74301;Chamonix-Mont-Blanc;12270;06-autres communes et unités urbaines;3;508;41;2461;36623;30162;21.4209933028314;De 30 à 40 000 entrées;;OUI;E;;FIXE;NON;C;198;163;62;41.1016360656648;42.3238243382128;12.8635315685675;3.71100802755479;107;19.5855670675815;45.923063;6.86902;45.923063, 6.86902
6;237945;LE CINEMA;AUVERGNE-RHONE-ALPES;18 RUE SAINT POLYCARPE;69123;Lyon;528633;69;758;Lyon;1720030;04-Unités urbaines de 100 000 hbts ou plus;1;46;47;943;2423;1250;93.84;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;C;134;111;7;61.3664596273292;4.22360248447205;17.7639751552795;16.6459627329193;126;97.4741200828157;45.768607;4.834444;45.768607, 4.834444
6;289344;REX;AUVERGNE-RHONE-ALPES;4 AV DU 11 NOVEMBRE;69143;Neuville-sur-Saône;7700;69;758;Lyon;1720030;04-Unités urbaines de 100 000 hbts ou plus;2;269;50;1752;33409;21212;57.5004714312653;De 30 à 40 000 entrées;;OUI;C;JP;FIXE;NON;B;153;111;36;64.2118662485641;26.6571455183334;6.7186190195287;2.41236921357385;68;28.8056133378869;45.87473;4.841744;45.87473, 4.841744
6;376842;CIN'ETOILE;AUVERGNE-RHONE-ALPES;1 ROUTE D' AUGEL;42204;Saint-Bonnet-le-Château;1532;42;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;145;53;1157;12839;7817;64.2445951132148;De 10 à 20 000 entrées;;OUI;E;JPPR;FIXE;NON;R;293;222;8;62.8799030219067;21.2052991601004;8.73668715906139;7.17811065893151;179;42.4192570785349;45.421496;4.064272;45.421496, 4.064272
6;710250;LE QUAI DES ARTS;AUVERGNE-RHONE-ALPES;LA GARE;42318;Usson-en-Forez;1512;42;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;145;53;960;10262;6026;70.2953866578161;De 10 à 20 000 entrées;;OUI;E;JP;FIXE;NON;R;296;244;0;69.9852039737899;18.0300147960262;8.10610864510674;3.87867258507715;181;34.6227013316424;45.390497;3.946964;45.390497, 3.946964
7;74339;COSMO CINEMAS;PROVENCE-ALPES-COTE D'AZUR;AVENUE DU GENERAL BARBOT;5023;Briançon;11095;5;5301;Briançon;16122;06-autres communes et unités urbaines;4;476;53;5533;65314;37728;73.1181085665819;De 50 à 80 000 entrées;;NON;NON;;FIXE;NON;C;132;111;100;36.6791004349239;50.5037997802164;10.7508241885805;2.06627559627916;16;3.88490767540126;44.900658;6.632743;44.900658, 6.632743
7;82752;SALLE POLYVALENTE;PROVENCE-ALPES-COTE D'AZUR;SALLE POLYVALENTE;84029;Camaret-sur-Aigues;4636;84;84111;Camaret-sur-Aigues;5361;06-autres communes et unités urbaines;1;120;51;351;9711;3934;146.847991865785;De 5 à 10 000 entrées;;OUI;E;JP;ITINERANT;NON;C;137;101;0;62.814465408805;15.3414195867026;10.377358490566;11.4667565139263;77;49.1576819407008;44.162816;4.889682;44.162816, 4.889682
7;404350;SALLE JEAN GABIN;PROVENCE-ALPES-COTE D'AZUR;PLACE FELIX FAURE;6127;Saint-Martin-Vésubie;1443;6;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;120;49;293;5377;3284;63.7332521315469;De 5 à 10 000 entrées;PATHE-GAUMONT;NON;NON;;ITINERANT;NON;R;78;67;3;74.9097815764482;19.9810066476733;4.3684710351377;0.740740740740741;21;15.9354226020893;44.073396;7.263839;44.073396, 7.263839
2;28264;STUDIO;ILE-DE-FRANCE;2 RUE EDOUARD POISSON;93001;Aubervilliers;89559;93;851;Paris;10949158;02-Petite Couronne;1;127;49;1246;27642;13653;102.460997582949;De 20 à 30 000 entrées;;OUI;C;JPPR;FIXE;NON;B;295;190;6;62.4889751278885;20.043217498677;8.86399717763274;8.60381019580173;212;73.9813018168989;48.910534;2.384966;48.910534, 2.384966
2;37350;CINE TOILE;ILE-DE-FRANCE;2 RUE DES COLOMBES;91045;Ballancourt-sur-Essonne;7812;91;91402;Ballancourt-sur-Essonne;35751;03-Grande couronne;1;189;44;475;5652;5624;0.497866287339965;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;C;103;91;24;55.8630735615441;39.530225782957;4.38820101966497;0.21849963583394;27;20.9759650400583;48.528643;2.388787;48.528643, 2.388787
2;61504;SALLE ANDRE MALRAUX;ILE-DE-FRANCE;25 COURS DE LA REPUBLIQUE;93010;Bondy;53509;93;851;Paris;10949158;02-Petite Couronne;1;324;49;1337;28191;18071;56.0013280947374;De 20 à 30 000 entrées;;OUI;C;JP;FIXE;NON;B;253;169;7;50.8135620391151;34.1335363898685;8.38810516191087;6.66479640910548;145;45.4833279897403;48.901598;2.480089;48.901598, 2.480089
2;111583;FRANCOIS TRUFFAUT;ILE-DE-FRANCE;2 RUE DE L ECOLE;91161;Chilly-Mazarin;20050;91;851;Paris;10949158;03-Grande couronne;2;409;53;2951;41110;24560;67.385993485342;De 40 à 50 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;453;272;39;57.2699778992672;20.2367104804001;15.1419099685937;7.35140165173898;331;58.7966732581133;48.703333;2.314917;48.703333, 2.314917
2;173332;JACQUES BREL A;ILE-DE-FRANCE;PLACE DE L'HOTEL DE VILLE;95268;Garges-lès-Gonesse;43294;95;851;Paris;10949158;03-Grande couronne;1;225;44;742;12659;5324;137.772351615327;De 10 à 20 000 entrées;;OUI;C;JP;FIXE;NON;B;153;107;2;42.8644136807818;26.0077361563518;12.5305374592834;18.5973127035831;72;60.5557817589577;48.971945;2.399817;48.971945, 2.399817
2;179852;CINE THEATRE JACQUES PREVERT;ILE-DE-FRANCE;PLACE AIME-CESAIRE;95277;Gonesse;25950;95;851;Paris;10949158;03-Grande couronne;1;223;50;1350;24033;13633;76.285483752659;De 20 à 30 000 entrées;;OUI;C;JPPR;FIXE;NON;B;318;219;5;55.2128745014377;20.3830813468138;9.28949077080048;15.114553380948;208;61.557369446248;48.999982;2.428131;48.999982, 2.428131
2;303445;CINEMA L'AVANT-SCENE;ILE-DE-FRANCE;1, RUE ALSACE-LORRAINE;91479;Paray-Vieille-Poste;7885;91;851;Paris;10949158;03-Grande couronne;1;314;41;164;4923;2567;91.7802882742501;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;B;107;85;2;48.5872977541657;30.2825404491669;17.6768896401835;3.45327215648394;49;37.8893986959672;48.712693;2.363281;48.712693, 2.363281
2;406812;CINES CARNE;ILE-DE-FRANCE;PLACE MARCEL CARNE;91570;Saint-Michel-sur-Orge;21441;91;851;Paris;10949158;03-Grande couronne;3;496;50;2841;48190;32429;48.6015603318018;De 40 à 50 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;302;206;41;65.5617813182115;19.6134026418236;10.5785458718693;4.24627016809559;222;69.8935619613403;48.637713;2.320768;48.637713, 2.320768
2;718750;KINEPOLIS BRETIGNY;ILE-DE-FRANCE;5 RUE MICHELE MORGAN;91103;Brétigny-sur-Orge;27361;91;851;Paris;10949158;03-Grande couronne;10;1508;53;28461;781856;463313;68.7533050011547;De 700 000 à 1 million d'entrées;KINEPOLIS;NON;NON;;FIXE;OUI;B;252;180;172;26.4964621480747;55.800543439694;12.8049408603012;4.89805355193008;28;2.07692853562002;48.5792468;2.29963569999995;48.57924680000001, 2.2996356999999534
2;724000;CINE PINCE VENT;ILE-DE-FRANCE;CENTRE COMMERCIAL PINCE VENT 85 ROUTE DE PROVINS;94019;Chennevières-sur-Marne;18115;94;851;Paris;10949158;02-Petite Couronne;8;1606;53;13410;207537;123206;68.4471535477168;De 200 à 300 000 entrées;;NON;NON;;FIXE;OUI;B;174;156;149;34.523114061557;49.7902232951116;11.905853952927;3.78080869040434;32;5.1814121907061;48.7946166;2.55257189999998;48.7946166, 2.5525718999999754
3;29373;CINE GOYEN;BRETAGNE;13 RUE LOUIS PASTEUR;29003;Audierne;3756;29;29213;Plouhinec - Audierne;7775;06-autres communes et unités urbaines;1;516;38;725;12702;12513;1.51042915368018;De 10 à 20 000 entrées;;OUI;E;JPPR;FIXE;NON;B;155;125;2;62.0216784365249;23.5999343077681;9.23797011003449;5.14041714567252;92;45.5821974051568;48.022078;-4.5389;48.022078, -4.5389
3;50901;SALLE JEANNE D ARC;PAYS DE LA LOIRE;15 RUE DE LA MER;44012;La Bernerie-en-Retz;3246;44;44304;Pornic;22413;05-Unités urbaines de 20 000 à 100 000 hbts;1;218;53;246;7852;5387;45.7583070354557;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;B;149;133;4;71.5421718159301;15.6302959196976;6.00964672141833;6.81788554295398;51;24.9120062573328;47.079739;-2.03865;47.079739, -2.03865
3;81451;CINEMA LUX;NORMANDIE;AV SAINTE THERESE;14118;Caen;109401;14;14601;Caen;206642;04-Unités urbaines de 100 000 hbts ou plus;3;477;53;6526;133029;82232;61.772789181827;De 100 à 150 000 entrées;;OUI;B;RDJPPR;FIXE;NON;C;374;217;162;65.625539257981;13.171453223222;12.9101442129915;8.2928633058055;290;81.1956119807716;49.168683;-0.337953;49.168683, -0.337953
3;86832;THEATRE DE DION;PAYS DE LA LOIRE;ROUTE DE SUCE;44026;Carquefou;20963;44;44701;Nantes;688577;04-Unités urbaines de 100 000 hbts ou plus;1;768;19;56;3416;1015;236.551724137931;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;B;54;43;0;65.251756440281;29.8887587822014;2.48829039812646;2.3711943793911;21;40.3395784543326;47.279819;-1.508095;47.279819, -1.508095
3;114523;SALLE LEBRUN;HAUTS DE FRANCE;7, PLACE CORROYER;60157;Clermont;10481;60;60401;Clermont;22225;05-Unités urbaines de 20 000 à 100 000 hbts;1;110;44;606;16726;11897;40.5900647221989;De 10 à 20 000 entrées;;OUI;D;;FIXE;NON;C;183;141;2;52.9404458796498;29.2367881761163;14.7612246165311;3.06154132770291;85;36.0305533130473;49.377974;2.414916;49.377974, 2.414916
3;133381;LE CLUB 2;CENTRE-VAL DE LOIRE;SALLE POLYVALENTE;45122;Dampierre-en-Burly;1461;45;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;189;46;362;5901;4564;29.2944785276074;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;R;130;112;27;53.948753948754;34.4682344682345;7.87995787995788;3.7030537030537;32;18.1642681642682;47.766235;2.572005;47.766235, 2.572005
3;154393;PATHE EVREUX;NORMANDIE;3 RUE DU 7 EME CHASSEURS;27229;Évreux;48096;27;27501;Évreux;59631;05-Unités urbaines de 20 000 à 100 000 hbts;10;2395;53;16841;342460;212683;61.0189813008092;De 300 à 450 000 entrées;PATHE-GAUMONT;OUI;D;PR;FIXE;OUI;C;402;291;234;38.5819706003896;46.0806423047405;11.4531554401086;3.8842316547612;208;13.518802762855;49.028048;1.145355;49.028048, 1.145355
3;156393;CINE SEINE;NORMANDIE;PLACE GASTON SANSON;76258;Terres-de-Caux;4317;76;76102;Fauville-en-Caux;4317;06-autres communes et unités urbaines;1;298;50;387;12705;6719;89.0906384878702;De 10 à 20 000 entrées;;OUI;E;;ITINERANT;NON;I;121;87;0;64.3467156197622;25.5247825045894;7.86974219810041;2.25875967754809;26;11.4933354617288;49.65116;0.591603;49.65116, 0.591603
3;160742;LE KID;PAYS DE LA LOIRE;22 RUE ST JACQUES;72154;La Flèche;16165;72;72303;La Flèche;16165;06-autres communes et unités urbaines;3;426;51;3108;67124;42536;57.8051532819259;De 50 à 80 000 entrées;;OUI;E;JP;FIXE;NON;I;287;222;82;50.7955750871344;35.8433095923625;10.1000151538112;3.26110016669192;120;14.9522654947719;47.699791;-0.080579;47.699791, -0.080579
3;193185;LE STUDIO;NORMANDIE;3 RUE DU GENERAL SARRAIL;76351;Le Havre;167658;76;76701;Le Havre;233828;04-Unités urbaines de 100 000 hbts ou plus;1;86;48;1330;19469;9244;110.612289052358;De 10 à 20 000 entrées;;OUI;A;JPPR;FIXE;NON;C;142;7;1;40.0040606388739;21.0341093665403;17.4336762317271;21.5281537628587;117;88.8873849485652;49.492799;0.120219;49.492799, 0.120219
3;244455;CINE POCHE;PAYS DE LA LOIRE;97 GRANDE RUE;72181;Le Mans;147983;72;72701;Le Mans;217388;04-Unités urbaines de 100 000 hbts ou plus;1;99;8;12;205;90;127.777777777778;Moins de 2000 entrées;;NON;NON;;FIXE;NON;C;12;0;0;53.6585365853659;35.609756097561;10.7317073170732;0;12;100;48.007214;0.195479;48.007214, 0.195479
3;258652;GERARD PHILIPE;HAUTS DE FRANCE;RUE PAUL DOUMER;80533;Mers-les-Bains;2632;80;453;Eu;19251;06-autres communes et unités urbaines;1;161;53;1449;37013;24372;51.866896438536;De 30 à 40 000 entrées;;NON;NON;;FIXE;NON;B;177;151;79;56.3262980847485;30.8284954695893;10.14866257935;2.69654386631219;74;14.7604579241495;50.066803;1.384364;50.066803, 1.384364
3;312221;LE COTENTIN;NORMANDIE;PLACE DU MARCHE;50403;Pirou;1466;50;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;154;52;717;11154;7315;52.4812030075188;De 10 à 20 000 entrées;;OUI;E;JP;FIXE;NON;R;173;149;13;57.1825249907442;29.8037763791188;10.3572750833025;2.65642354683451;60;21.3346908552388;49.166275;-1.5704;49.166275, -1.5704
3;313842;CINEMA L'HERMINE;BRETAGNE;33 RUE DE L HERMINE;35223;Plélan-le-Grand;4116;35;35116;Plélan-le-Grand;4116;06-autres communes et unités urbaines;1;192;53;526;14536;6986;108.073289436015;De 10 à 20 000 entrées;;OUI;E;JP;FIXE;NON;I;369;293;0;52.9307413703895;31.3622588513563;10.9690294922019;4.73797028605218;220;34.7401877448444;47.998597;-2.096562;47.998597, -2.096562
3;330052;LA BOBINE;BRETAGNE;RUE BREMOND D ARS;29233;Quimperlé;12553;29;29304;Quimperlé;14930;06-autres communes et unités urbaines;1;248;53;755;29735;17151;73.3718150545158;De 20 à 30 000 entrées;;OUI;E;JPPR;FIXE;NON;C;322;246;11;58.1686818047774;25.7741079327632;12.2345915659098;3.82261869654969;192;40.6627838395754;47.874513;-3.545043;47.874513, -3.545043
3;396151;JEANNE MOREAU;HAUTS DE FRANCE;67 RUE DE BEAUVAIS;60581;Saint-Just-en-Chaussée;6105;60;60201;Saint-Just-en-Chaussée;6105;06-autres communes et unités urbaines;1;200;53;941;23838;15422;54.5713915186098;De 20 à 30 000 entrées;;NON;NON;;FIXE;NON;I;206;171;15;34.6181015452539;49.8057395143488;12.1015452538631;3.47461368653422;70;12.7152317880795;49.505347;2.430243;49.505347, 2.430243
4;50151;CYRANO;NOUVELLE AQUITAINE;2 PLACE DES CARMES;24037;Bergerac;27101;24;553;Bergerac;65896;05-Unités urbaines de 20 000 à 100 000 hbts;9;1082;53;10711;120428;70793;70.112864266241;De 100 à 150 000 entrées;GRAND ECRAN;OUI;D;;FIXE;OUI;C;358;251;196;39.2718855218855;46.5218855218855;10.2988215488215;3.90740740740741;177;14.5589225589226;44.853174;0.486443;44.853174, 0.486443
4;57821;COLONNES;NOUVELLE AQUITAINE;RUE DU DOCTEUR CASTERA;33056;Blanquefort;15862;33;33701;Bordeaux;975671;04-Unités urbaines de 100 000 hbts ou plus;2;339;53;2732;28858;17583;64.1244383779787;De 20 à 30 000 entrées;;OUI;C;JP;FIXE;NON;B;296;214;24;73.0763473053892;14.2140718562874;8.73877245508982;3.97080838323353;189;52.6609281437126;44.910625;-0.633757;44.910625, -0.633757
4;88512;VOX;OCCITANIE;11 RUE DU COLLEGE;82033;Castelsarrasin;14404;82;82401;Castelsarrasin;28478;05-Unités urbaines de 20 000 à 100 000 hbts;1;184;49;323;7651;4465;71.3549832026876;De 5 à 10 000 entrées;;OUI;D;;FIXE;NON;C;177;149;0;72.817775212812;6.73784446688789;10.4746789785024;9.96970134179772;92;53.4122060308758;44.037315;1.109842;44.037315, 1.109842
4;92441;7EME ART;NOUVELLE AQUITAINE;PLACE DE LA MAIRIE;79062;Cerizay;4874;79;79204;Cerizay;5844;06-autres communes et unités urbaines;1;177;47;653;7492;3849;94.6479605092232;De 5 à 10 000 entrées;;OUI;E;;FIXE;NON;C;160;139;7;70.6080606656369;15.3349248701025;12.8212329728971;1.23578149136357;43;14.0008425782896;46.821515;-0.668137;46.821515, -0.668137
