régionCNC;N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2022;entrées 2021;évolution entrées;tranche d'entrées;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude;geolocalisation
7;173991;LA COUPOLE;PROVENCE-ALPES-COTE D'AZUR;QUARTIER SAINTE APPOLONIE;6065;La Gaude;7225;6;6701;Nice;966577;04-Unités urbaines de 100 000 hbts ou plus;1;177;49;678;9093;4705;93.2624867162593;De 5 à 10 000 entrées;;OUI;C;;FIXE;NON;B;200;179;5;61.0923803101821;21.6902674758373;12.3398516520566;4.87750056192403;98;36.5475387727579;43.721609;7.149739;43.721609, 7.149739
7;210701;LA STRADA;PROVENCE-ALPES-COTE D'AZUR;BOULODROME LA STRADA (PLEIN AIR);84058;Lacoste;432;84;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;100;53;639;20222;9458;113.808416155635;De 20 à 30 000 entrées;;OUI;E;JP;ITINERANT;NON;R;191;142;0;67.9598161803997;14.6574756866517;11.4887250187026;5.89398311424602;129;64.4757935235652;43.847212;5.273548;43.847212, 5.273548
7;249563;CESAR;PROVENCE-ALPES-COTE D'AZUR;4 PLACE CASTELLANE;13055;Marseille;876602;13;759;Marseille - Aix-en-Provence;1630325;04-Unités urbaines de 100 000 hbts ou plus;3;458;47;3869;48247;36431;32.4339161702945;De 40 à 50 000 entrées;;OUI;A;;FIXE;NON;C;190;102;76;57.5863093974266;5.49492547454244;20.8395260945263;16.0792390335046;170;91.4391269268334;43.28624;5.383262;43.28624, 5.383262
7;268972;MAISON POUR TOUS;PROVENCE-ALPES-COTE D'AZUR;ROND POINT DU 8 MAI;83081;Montauroux;6730;83;83205;Montauroux;10297;06-autres communes et unités urbaines;1;284;53;1095;21558;11717;83.9890757019715;De 20 à 30 000 entrées;;OUI;E;JP;FIXE;NON;C;243;204;6;49.4496515260755;32.0211487623168;13.4006248497957;5.12857486181207;116;33.3765921653449;43.618473;6.771904;43.618473, 6.771904
7;275273;GAUMONT COMEDIE;OCCITANIE;10 PLACE DE LA COMEDIE;34172;Montpellier;302425;34;34701;Montpellier;472000;04-Unités urbaines de 100 000 hbts ou plus;8;1113;53;13337;228443;148926;53.3936317365672;De 200 à 300 000 entrées;PATHE-GAUMONT;NON;NON;;FIXE;OUI;C;347;216;149;32.6081788968614;45.4368974776599;15.23484615046;6.72007747501871;159;13.4661266892635;43.609061;3.880069;43.609061, 3.880069
7;324212;LE NOUVEAU PALACE;OCCITANIE;15 RUE DU FAUBOURG;66150;Prats-de-Mollo-la-Preste;1169;66;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;159;52;202;2637;1816;45.2092511013216;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;R;179;161;38;62.0392156862745;20.4705882352941;9.52941176470588;7.96078431372549;80;29.4901960784314;42.403764;2.481748;42.403764, 2.481748
7;409463;FOYER RURAL;OCCITANIE;RUE GEORGES PEZIERES;66187;Saint-Paul-de-Fenouillet;1796;66;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;172;47;168;2957;1348;119.362017804154;De 2 à 5 000 entrées;;OUI;E;;FIXE;NON;R;160;140;18;53.1720995443393;37.1188222923239;7.08026638626008;2.62881177707676;69;30.1787592008412;42.811446;2.505248;42.811446, 2.505248
9;236001;UGC CINE CITE;GRAND EST;350 RUE DES MAZUROTS;54328;Ludres;6219;54;54206;Ludres;8445;06-autres communes et unités urbaines;14;3048;53;22698;417036;278181;49.9153428882634;De 300 à 450 000 entrées;UGC;NON;NON;;FIXE;OUI;C;279;179;178;50.2273891492928;37.8995543605567;9.90002573309252;1.97303075705796;85;9.95606134576859;48.617851;6.173437;48.617851, 6.173437
4;171253;CINE FRONTON;OCCITANIE;36 RUE ALAIN DE FELGUIERES;31202;Fronton;6535;31;31202;Fronton;6535;06-autres communes et unités urbaines;1;120;53;801;15028;9490;58.3561643835616;De 10 à 20 000 entrées;;OUI;E;JPPR;FIXE;NON;I;251;176;8;64.3994211287988;18.4370477568741;9.4862518089725;7.67727930535456;152;51.8740955137482;43.839626;1.390132;43.839626, 1.390132
5;191372;LE PRÉVERT;HAUTS DE FRANCE;RUE DE MONTCEAU-LES-MINES;62413;Harnes;12369;62;756;Douai - Lens;510310;04-Unités urbaines de 100 000 hbts ou plus;1;362;41;464;15195;;;De 10 à 20 000 entrées;;NON;NON;;FIXE;NON;B;111;82;3;25.9690973163459;50.5014909189482;17.7148278666305;5.81458389807536;33;18.7720249390079;50.445859;2.905974;50.445859, 2.905974
5;193731;ARC EN CIEL;HAUTS DE FRANCE;9 RUE FERDINAND PIHEN;59295;Hazebrouck;21869;59;59401;Hazebrouck;26709;05-Unités urbaines de 20 000 à 100 000 hbts;4;540;53;5081;104764;67906;54.2779724913852;De 100 à 150 000 entrées;;OUI;D;;FIXE;NON;C;233;184;119;46.888974064137;37.8404143448222;11.8033238002575;3.46728779078338;80;8.32522530491101;50.724833;2.533715;50.724833, 2.533715
6;96641;RHODO;AUVERGNE-RHONE-ALPES;LE CENTRE;73071;Champagny-en-Vanoise;577;73;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;170;30;342;2806;1311;114.035087719298;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;R;122;98;19;44.4525814719883;41.450018308312;11.168070303918;2.92932991578177;37;17.7956792383742;45.454122;6.692461;45.454122, 6.692461
6;105092;LE CHAMOIS;AUVERGNE-RHONE-ALPES;95 ROUTE DE VONNES;74063;Châtel;1248;74;74108;Abondance;3741;06-autres communes et unités urbaines;1;100;30;405;3407;2379;43.2114333753678;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;C;61;49;2;80.3274139844617;11.9311875693674;2.88568257491676;4.85571587125416;14;22.1698113207547;46.2662845;6.84154239999998;46.2662845, 6.84154239999998
6;136912;HALLE DES CINQ FONTAINES;BOURGOGNE-FRANCHE-COMTE;PLACE DU CHAMPS DE FOIRE;90033;Delle;5774;90;90301;Delle (partie française);10275;06-autres communes et unités urbaines;1;113;53;497;7474;3274;128.283445326817;De 5 à 10 000 entrées;;OUI;E;;FIXE;NON;C;152;113;0;55.7610631593369;25.66104945883;12.7140704206056;5.86381696122757;50;37.1968762844225;47.512144;7.007276;47.512144, 7.007276
6;351441;LE CRIOU;AUVERGNE-RHONE-ALPES;RUE DES BILLETS;74258;Samoëns;2438;74;74110;Samoëns;3913;06-autres communes et unités urbaines;1;304;30;321;8847;4977;77.7576853526221;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;C;93;71;48;45.8190541466758;35.5494631025817;16.301119488234;2.33036326250857;25;15.9584190084533;46.0819758;6.72713339999996;46.0819758, 6.727133399999957
6;439990;PATHE;AUVERGNE-RHONE-ALPES;53 AVENUE DE ROMANS;26362;Valence;65709;26;651;Valence;135081;04-Unités urbaines de 100 000 hbts ou plus;12;2343;53;18863;434408;259752;67.239520773661;De 300 à 450 000 entrées;PATHE-GAUMONT;NON;NON;;FIXE;OUI;C;261;186;185;32.4648512979678;51.2743071744874;12.1091076950199;4.15173383252493;49;4.67992122422564;44.933197;4.901186;44.933197, 4.901186
7;13454;ARMAND LUNEL;PROVENCE-ALPES-COTE D'AZUR;RUE DES ALLUMETTES;13001;Aix-en-Provence;150358;13;759;Marseille - Aix-en-Provence;1630325;04-Unités urbaines de 100 000 hbts ou plus;1;165;49;1007;20248;9895;104.628600303183;De 20 à 30 000 entrées;;OUI;C;PR;FIXE;NON;B;239;13;2;33.4400165186868;24.7883543258311;19.7501548626884;22.0214742927937;188;87.9826553788974;43.524462;5.439812;43.524462, 5.439812
7;160410;NOTRE DAME DES SALLE;PROVENCE-ALPES-COTE D'AZUR;CINEMA SALLE ARTEA;83057;Flassans-sur-Issole;3650;83;83108;Flassans-sur-Issole;3650;06-autres communes et unités urbaines;1;96;52;305;6499;3394;91.4849734826164;De 5 à 10 000 entrées;;OUI;E;;ITINERANT;NON;I;154;114;2;49.7919786986187;27.675153935763;18.6553503078715;3.87751705774671;97;58.2958894990847;43.382416;6.204033;43.382416, 6.204033
7;290063;ESPACE MAGNAN;PROVENCE-ALPES-COTE D'AZUR;31 RUE LOUIS DE COPPET;6088;Nice;346376;6;6701;Nice;966577;04-Unités urbaines de 100 000 hbts ou plus;1;149;29;155;8483;3649;132.474650589203;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;C;61;6;0;38.5940816581346;11.8366837308028;43.950555624922;5.61867898614059;49;69.709077288051;43.692782;7.245773;43.692782, 7.245773
7;298142;POOM;PROVENCE-ALPES-COTE D'AZUR;CENTRE SPORTIF;5096;Orcières;696;5;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;2;244;28;893;8765;4126;112.433349491032;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;R;73;61;18;45.8638863428048;45.5774518790101;6.63382218148488;1.92483959670028;10;2.61228230980752;44.708057;6.341919;44.708057, 6.341919
7;364632;BEL ARIA PLEIN AIR;CORSE;PIELZA;2B283;Solaro;742;2B;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;200;7;39;555;423;31.2056737588653;Moins de 2000 entrées;;NON;NON;;FIXE;NON;R;21;21;2;37.2972972972973;51.3513513513514;7.02702702702703;4.32432432432433;3;4.50450450450451;41.904436;9.388834;41.904436, 9.388834
7;446171;CASINO;PROVENCE-ALPES-COTE D'AZUR;30 AV HENRI ISNARD;6157;Vence;19585;6;6701;Nice;966577;04-Unités urbaines de 100 000 hbts ou plus;2;281;52;1668;21730;13223;64.334871058005;De 20 à 30 000 entrées;;OUI;C;;FIXE;NON;B;356;303;53;68.3791846204839;12.7042000094701;13.078270751456;5.8383446185899;198;53.5015862493489;43.723214;7.110472;43.723214, 7.110472
8;17545;GAUMONT;GRAND EST;RUE DE L'EUROPE;57019;Amnéville;10739;57;57701;Metz;294649;04-Unités urbaines de 100 000 hbts ou plus;12;2568;53;18751;226120;142431;58.757573842773;De 200 à 300 000 entrées;PATHE-GAUMONT;NON;NON;;FIXE;OUI;B;250;204;159;29.3448650381027;53.8067089238658;13.0621928637561;3.78623317427534;65;1.69325546613489;49.244796;6.132187;49.244796, 6.132187
8;333683;LA CASTINE;GRAND EST;12 RUE DU GENERAL KOENIG;67388;Reichshoffen;5494;67;67305;Reichshoffen - Niederbronn-les-Bains;14922;06-autres communes et unités urbaines;1;341;53;754;16810;9784;71.8111201962388;De 10 à 20 000 entrées;;OUI;E;JPPR;FIXE;NON;C;239;184;1;42.0674705324482;24.2446822923723;29.4878742717789;4.19997290340062;115;42.9616583118819;48.931499;7.660695;48.931499, 7.660695
3;364503;CGR SOISSONS;HAUTS DE FRANCE;12, RUE DU BEFFROI;2722;Soissons;29543;2;2404;Soissons;44485;05-Unités urbaines de 20 000 à 100 000 hbts;6;982;53;7460;87697;60943;43.9000377401835;De 80 à 100 000 entrées;CGR;OUI;D;;FIXE;NON;C;254;158;102;37.0280032986051;46.2118308419573;12.2152920543108;4.54487380512678;118;11.8099353055275;49.382084;3.326393;49.382084, 3.326393
3;391331;REX;NORMANDIE;RUE WALDECK ROUSSEAU;50484;Saint-Hilaire-du-Harcouët;6077;50;50202;Saint-Hilaire-du-Harcouët;8786;06-autres communes et unités urbaines;1;395;46;493;14288;12529;14.0394285258201;De 10 à 20 000 entrées;;NON;NON;;FIXE;NON;C;92;76;13;57.2212197762541;30.3139660772284;11.2666907253699;1.1981234211476;24;17.2067845543125;48.576008;-1.09371;48.576008, -1.09371
3;724360;UTOPIA;GRAND EST;Cinémas UTOPIA Parc du Moulinet Voie aux Vaches;10297;Pont-Sainte-Marie;5237;10;10601;Troyes;143855;04-Unités urbaines de 100 000 hbts ou plus;4;299;2;134;1028;;;Moins de 2000 entrées;;NON;NON;;FIXE;NON;B;17;16;0;68.7633262260128;7.99573560767591;7.35607675906183;15.8848614072495;16;85.7142857142857;48.317134;4.105569;48.317134, 4.105569
4;23491;LE COMMYNES;NOUVELLE AQUITAINE;RUE DE LA FRERIE;79013;Argentonnay;3283;79;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;223;48;335;3071;1892;62.3150105708245;De 2 à 5 000 entrées;;OUI;E;;FIXE;NON;R;152;119;2;69.482884195193;16.7880553532411;8.26656955571741;5.46249089584851;55;35.9067734887109;46.983737;-0.446514;46.983737, -0.446514
4;54891;ROYAL;NOUVELLE AQUITAINE;8 AV DU MARECHAL FOCH;64122;Biarritz;26583;64;751;Bayonne (partie française);257726;04-Unités urbaines de 100 000 hbts ou plus;3;451;53;4866;66258;42109;57.3487852953051;De 50 à 80 000 entrées;;OUI;C;RDJPPR;FIXE;NON;C;295;191;138;65.2571988804377;13.9249513749427;11.5941112288303;9.22373851578931;218;76.1460491152612;43.481231;-1.559098;43.481231, -1.559098
4;85993;CINE CARBONNE;OCCITANIE;BOIS DE CASTRES;31107;Carbonne;5954;31;31204;Carbonne;6946;06-autres communes et unités urbaines;1;206;53;531;9389;5381;74.4842965991452;De 5 à 10 000 entrées;;OUI;E;JP;FIXE;NON;C;369;284;0;67.6789852421027;13.940724478595;11.2696670325649;7.11062324673741;246;56.4703012562508;43.286407;1.200892;43.286407, 1.200892
4;108592;FOYER CULTUREL;NOUVELLE AQUITAINE;PLACE CAIL;79083;Chef-Boutonne;2514;79;79101;Chef-Boutonne;2514;06-autres communes et unités urbaines;1;146;49;379;5328;3546;50.253807106599;De 5 à 10 000 entrées;;OUI;E;;FIXE;NON;I;192;156;1;70.3330592105263;12.8495065789474;12.9523026315789;3.86513157894737;90;45.2508223684211;46.108833;-0.068552;46.108833, -0.068552
4;136686;LA STRADA;OCCITANIE;ZONE INDUSTRIELLE DU CENTRE;12089;Decazeville;5408;12;12302;Decazeville;14375;06-autres communes et unités urbaines;3;460;53;3881;64545;37273;73.1682451104016;De 50 à 80 000 entrées;;OUI;E;JPPR;FIXE;NON;C;301;216;89;48.1567258883249;39.179885786802;9.03553299492386;3.62785532994924;169;12.5031725888325;44.557817;2.274123;44.557817, 2.274123
4;272481;LE CINE;NOUVELLE AQUITAINE;ALLEE DES PLATANES;17241;Montguyon;1583;17;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;133;53;450;7675;5514;39.1911498005078;De 5 à 10 000 entrées;;OUI;E;JP;FIXE;NON;R;200;162;0;50.496640373941;27.7388255915863;12.8688285130003;8.89570552147239;81;38.8694127957932;45.217551;-0.186333;45.217551, -0.186333
4;320561;GRAND ECRAN;NOUVELLE AQUITAINE;PLACE DES ARENES;40230;Pontonx-sur-l'Adour;2997;40;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;220;53;605;8832;5546;59.2499098449333;De 5 à 10 000 entrées;;OUI;E;;FIXE;NON;R;203;179;70;52.3331660812845;35.4114400401405;9.67134972403412;2.58404415454089;76;19.2047165077772;43.787182;-0.923978;43.787182, -0.923978
4;331401;L'AUTAN;OCCITANIE;PLACE JEAN JAURES;31446;Ramonville-Saint-Agne;15017;31;31701;Toulouse;1024959;04-Unités urbaines de 100 000 hbts ou plus;1;201;53;1095;28040;16402;70.9547616144373;De 20 à 30 000 entrées;;OUI;C;JP;FIXE;NON;B;300;212;1;69.7363132084573;8.92756652464025;10.8208055309912;10.5153147359112;213;71.3321006511777;43.545097;1.484818;43.545097, 1.484818
4;452961;ALBRET;NOUVELLE AQUITAINE;Z A C DES TAMARIS;40328;Vieux-Boucau-les-Bains;1670;40;0;Zone rurale;14908533;04-Unités urbaines de 100 000 hbts ou plus;1;436;43;298;6527;5606;16.4288262575812;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;R;128;106;23;38.8515099358473;43.8741980910656;12.5958378970427;4.67845407604444;58;25.5046158660617;43.78629;-1.402582;43.78629, -1.402582
5;190194;LE FAMILIA;HAUTS DE FRANCE;PLACE JACQUARD;59279;Halluin;20934;59;59702;Lille (partie française);1062604;04-Unités urbaines de 100 000 hbts ou plus;1;237;49;533;17481;9681;80.5701890300589;De 10 à 20 000 entrées;;NON;NON;;FIXE;NON;B;183;147;0;47.8744513258373;39.9374661776201;9.06740424508448;3.12067825145812;64;15.2366063375624;50.780027;3.127664;50.780027, 3.127664
5;226125;PATHE;HAUTS DE FRANCE;RUE FRANÇOIS COURTIN;62510;Liévin;30432;62;756;Douai - Lens;510310;04-Unités urbaines de 100 000 hbts ou plus;15;3391;53;22151;353040;237947;48.3691746481359;De 300 à 450 000 entrées;PATHE-GAUMONT;NON;NON;;FIXE;OUI;C;309;245;193;32.4202837477174;50.8025376185029;13.0762460905137;3.70093254326594;106;3.40594729252847;50.42314;2.777484;50.42314, 2.777484
6;238421;CINEMA OPERA;AUVERGNE-RHONE-ALPES;6 RUE JOSEPH SERLIN;69123;Lyon;528633;69;758;Lyon;1720030;04-Unités urbaines de 100 000 hbts ou plus;1;97;50;1234;9862;4280;130.420560747664;De 5 à 10 000 entrées;;OUI;A;RD;FIXE;NON;C;170;110;36;39.1123274631128;4.25987624940505;47.7272727272727;8.90052356020942;134;60.411708710138;45.76732;4.835049;45.76732, 4.835049
4;393253;LE SELECT;NOUVELLE AQUITAINE;BOULEVARD VICTOR HUGO;64483;Saint-Jean-de-Luz;14702;64;751;Bayonne (partie française);257726;04-Unités urbaines de 100 000 hbts ou plus;5;775;53;6510;186997;127909;46.1953420009538;De 150 à 200 000 entrées;;OUI;C;RDJP;FIXE;NON;B;410;298;244;55.0440237728373;28.6578252256218;12.0619634602685;4.23618754127229;220;31.5364296720229;43.388314;-1.659851;43.388314, -1.659851
6;138462;CINE LABOR;AUVERGNE-RHONE-ALPES;RUE JUSTIN JOUVE;26114;Dieulefit;3371;26;26109;Dieulefit;4376;06-autres communes et unités urbaines;1;139;52;212;8494;4210;101.757719714964;De 5 à 10 000 entrées;;OUI;E;;FIXE;NON;C;66;51;0;69.6540124939933;13.9235944257568;12.986544930322;3.43584814992792;51;80.7184046131668;44.527384;5.066722;44.527384, 5.066722
6;386782;SALLE PINATEL;AUVERGNE-RHONE-ALPES;PLACE DE CHARLES DE GAULLE;42223;Saint-Genest-Lerpt;6252;42;753;Saint-Étienne;380055;04-Unités urbaines de 100 000 hbts ou plus;1;204;25;64;1189;632;88.1329113924051;Moins de 2000 entrées;;NON;NON;;FIXE;NON;B;64;54;0;77.5441547518924;17.1572750210261;5.29857022708158;0;16;21.2783851976451;43.234582;3.107601;43.234582, 3.107601
6;720350;ETOILE PALACE;AUVERGNE-RHONE-ALPES;LES 4 CHEMINS;3310;Vichy;25680;3;3502;Vichy;67263;05-Unités urbaines de 20 000 à 100 000 hbts;7;1012;53;10704;194952;125699;55.0943126039189;De 150 à 200 000 entrées;;OUI;D;;FIXE;NON;C;363;229;148;44.4233213191941;41.3878414133628;10.3752161503365;3.81362111710661;165;11.8377466197212;46.129437;3.429201;46.129437, 3.429201
7;74322;EDEN STUDIO;PROVENCE-ALPES-COTE D'AZUR;35 RUE PASTEUR;5023;Briançon;11095;5;5301;Briançon;16122;06-autres communes et unités urbaines;1;88;52;1013;17808;9742;82.7961404229111;De 10 à 20 000 entrées;;OUI;E;RDJPPR;FIXE;NON;C;198;141;2;77.7281144243663;6.06602388097823;9.34167677670647;6.86418491794905;182;93.2252091181917;44.889994;6.634449;44.889994, 6.634449
7;84556;Clap Ciné;OCCITANIE;COLLINE DES LOISIRS;66037;Canet-en-Roussillon;12916;66;66301;Canet-en-Roussillon;12916;06-autres communes et unités urbaines;4;501;53;5693;71251;45116;57.9284511038213;De 50 à 80 000 entrées;;OUI;E;JP;FIXE;NON;I;342;242;125;47.3297112967084;37.8363147703956;10.4196167962315;4.41435713666445;183;16.3049446579776;42.701936;3.019408;42.701936, 3.019408
7;723960;CAP CINEMA MANOSQUE;PROVENCE-ALPES-COTE D'AZUR;2 ESPACE SOUBEYRAN;4112;Manosque;23689;4;4401;Manosque;32595;05-Unités urbaines de 20 000 à 100 000 hbts;8;1214;53;15784;140731;80938;73.8750648644642;De 100 à 150 000 entrées;CGR;OUI;D;JP;FIXE;OUI;C;282;206;162;34.5598549755055;49.1069052089403;11.7479911661667;4.58524864938746;122;10.4401809928711;43.836195;5.779884;43.836195, 5.779884
8;104933;SALLE SAINT JEAN;GRAND EST;2 RUE POINCARÉ;57132;Château-Salins;2542;57;57113;Château-Salins;2542;06-autres communes et unités urbaines;1;190;48;168;3206;1051;205.042816365366;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;I;58;48;1;71.1531958065607;12.2421373013189;13.0199526547176;3.58471423740277;5;5.81670612106865;48.822643;6.507084;48.822643, 6.507084
8;310106;LE CLUB;GRAND EST;LOBAU;57540;Phalsbourg;4939;57;57201;Phalsbourg;5296;06-autres communes et unités urbaines;1;160;49;149;2801;1757;59.4194649971543;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;C;77;62;2;68.8297074268567;6.8642160540135;17.4793698424606;6.82670667666917;52;59.0022505626407;48.768553;7.258661;48.768553, 7.258661
1;7491;GAUMONT AQUABOULEVARD;ILE-DE-FRANCE;8/16 RUE DU COLONEL PIERRE AVIA;75115;Paris 15e Arrondissement;231186;75;851;Paris;10949158;01-Paris;14;2583;53;26779;378789;73673;414.149009813636;De 300 à 450 000 entrées;PATHE-GAUMONT;NON;NON;;FIXE;OUI;C;314;255;207;24.8700136492307;54.9046943793849;14.954139647032;5.27115232435246;103;4.80617561302041;48.830408;2.276322;48.830408, 2.276322
2;92329;UGC CINE CITE;ILE-DE-FRANCE;8 PLACE DES 3 GARES;95127;Cergy;68275;95;851;Paris;10949158;03-Grande couronne;14;2788;53;21463;289344;187148;54.6070489665933;De 200 à 300 000 entrées;UGC;NON;NON;;FIXE;OUI;B;310;212;208;27.3747637868856;55.0842060816657;12.6139533595908;4.92707677185793;124;7.59827503859013;49.048453;2.010977;49.048453, 2.010977
2;106031;CINEMA;ILE-DE-FRANCE;7BIS RUE DE LA MAIRIE;92020;Châtillon;36688;92;851;Paris;10949158;02-Petite Couronne;1;185;22;340;10454;;;De 10 à 20 000 entrées;;OUI;C;JP;FIXE;NON;B;92;71;1;57.1492056438174;22.619708921231;11.8209087879125;8.41017664703922;61;56.5381624263971;48.800675;2.288049;48.800675, 2.288049
2;123373;HEMISPHERE THEATER;ILE-DE-FRANCE;23 RUE MARCEL CLAVIER;77131;Coulommiers;15167;77;77402;Coulommiers;28499;03-Grande couronne;4;568;13;318;4883;10866;-55.0616602245537;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;C;30;27;2;42.4621056943875;50.4096681687833;7.12822613682917;0;9;10.7537894305612;48.809696;3.090876;48.809696, 3.090876
3;96950;SALLE YVES RENAULT;CENTRE-VAL DE LOIRE;4 RUE JEAN PERRIN;37050;Chambray-lès-Tours;12221;37;37701;Tours;366772;04-Unités urbaines de 100 000 hbts ou plus;1;242;11;11;860;350;145.714285714286;Moins de 2000 entrées;;NON;NON;;FIXE;NON;B;11;9;0;100;0;0;0;3;26.3953488372093;47.341938;0.723719;47.341938, 0.723719
3;108932;CLUB;PAYS DE LA LOIRE;RUE DES VENELLES;49092;Chemillé-en-Anjou;21811;49;49210;Chemillé;21811;05-Unités urbaines de 20 000 à 100 000 hbts;1;198;50;415;11206;5132;118.355416991426;De 10 à 20 000 entrées;;OUI;D;;FIXE;NON;I;160;126;1;55.0743494423792;35.3810408921933;7.30483271375465;2.23977695167286;57;25.9758364312268;47.212271;-0.72686;47.212271, -0.72686
3;120434;THEÂTRE LES DOCKS;HAUTS DE FRANCE;RUE DU 14 JUILLET;80212;Corbie;6356;80;80208;Corbie;8188;06-autres communes et unités urbaines;1;338;28;61;6327;2429;160.477562783038;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;C;44;25;0;63.5214161529951;18.3025130393551;13.9402560455192;4.23581476213055;21;43.6541804962858;49.908852;2.515061;49.908852, 2.515061
3;307943;LES BALADINS;BRETAGNE;27 BOULEVARD THALASSA;22168;Perros-Guirec;7342;22;22403;Lannion;51822;05-Unités urbaines de 20 000 à 100 000 hbts;2;437;53;2395;35325;20812;69.7338074187968;De 30 à 40 000 entrées;;OUI;D;JP;FIXE;NON;B;232;194;65;81.2960887263288;10.3032269482626;5.92295439797062;2.47772992743791;134;53.7165948911569;48.814855;-3.457451;48.814855, -3.457451
3;381240;L'ESCALE;CENTRE-VAL DE LOIRE;ALLEE RENE COULON;37214;Saint-Cyr-sur-Loire;17286;37;37701;Tours;366772;04-Unités urbaines de 100 000 hbts ou plus;1;292;13;17;1824;483;277.639751552795;Moins de 2000 entrées;;NON;NON;;FIXE;NON;B;12;9;0;100;0;0;0;2;5.5512118842846;47.419122;0.653805;47.419122, 0.653805
3;414352;LE BRETAGNE;BRETAGNE;RUE SAINT MATHIEU;29260;Saint-Renan;8470;29;29210;Saint-Renan;8470;06-autres communes et unités urbaines;1;300;53;469;16854;14103;19.5064879812806;De 10 à 20 000 entrées;;OUI;E;JPPR;FIXE;NON;I;205;149;3;66.993398679736;20.7574848302994;7.81489631259585;4.43422017736881;113;47.5895179035807;48.431183;-4.623373;48.431183, -4.623373
1;6212;MK2 NATION;ILE-DE-FRANCE;133 BOULEVARD DIDEROT;75112;Paris 12e Arrondissement;141275;75;851;Paris;10949158;01-Paris;8;554;53;14123;304684;195764;55.6384217731554;De 300 à 450 000 entrées;MK2;NON;NON;;FIXE;OUI;C;194;108;86;63.4453124219902;20.0949930602477;11.7553079951938;4.70438652256834;127;50.2278302373495;48.848213;2.39311;48.848213, 2.39311
1;8514;EPEE DE BOIS;ILE-DE-FRANCE;100 RUE MOUFFETARD;75105;Paris 5e Arrondissement;58050;75;851;Paris;10949158;01-Paris;2;140;53;3470;39819;23338;70.6187333961779;De 30 à 40 000 entrées;;OUI;A;;FIXE;NON;C;202;99;13;68.6755519587264;3.54821577602994;18.651526263878;9.12470600136567;145;73.0861637287879;48.841535;2.34958;48.841535, 2.34958
3;86353;LE GRAND BLEU;BRETAGNE;CENTRE CULTUREL;29024;Carhaix-Plouguer;7773;29;271;Carhaix-Plouguer;9523;06-autres communes et unités urbaines;1;215;53;1001;24567;17014;44.3928529446338;De 20 à 30 000 entrées;;OUI;E;JPPR;FIXE;NON;C;318;243;37;47.3505554575913;35.9151825074943;10.6506788926115;6.08358314230294;165;27.4466584376653;48.283143;-3.572343;48.283143, -3.572343
3;94922;ESPACE CINE;PAYS DE LA LOIRE;RUE FELIX FAURE;49063;Chalonnes-sur-Loire;6649;49;49203;Chalonnes-sur-Loire;6649;06-autres communes et unités urbaines;1;274;50;433;11962;7414;61.3434043701106;De 10 à 20 000 entrées;;OUI;E;;FIXE;NON;I;246;211;0;69.5694803458419;14.5289241465371;10.7496211783581;5.15197432926286;141;37.1156074516445;47.353192;-0.764716;47.353192, -0.764716
3;104863;APOLLO;CENTRE-VAL DE LOIRE;4 RUE ALBERT 1ER;36044;Châteauroux;44890;36;36501;Châteauroux;62482;05-Unités urbaines de 20 000 à 100 000 hbts;1;328;49;1548;28743;13062;120.050528249885;De 20 à 30 000 entrées;;OUI;D;RDJPPR;FIXE;NON;C;198;105;17;70.4262542436816;9.66511588918228;9.77408944213924;10.1345404249969;182;96.5296114673708;46.810828;1.697689;46.810828, 1.697689
